,year,Observed Max Temp,Observed Min Temp,Max Observed Precipitation,month,0,D0,D1,D2,D3,D4,W0,W1,W2,W3,W4,Max Wind Speed,OBJECTID,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,Shape__Area,Shape__Length,Damage Inspection Date,Damage,Hazard Type,If Affected 1-9% - Where did fire start?,If Affected 1-9% - What started fire?,Structure Defense Actions Taken,Structure Type,Structure Category,# Units in Structure (if multi unit),# of Damaged Outbuildings < 120 SQFT,# of Non Damaged Outbuildings < 120 SQFT,Zip Code,CAL FIRE Unit,Latitude,Longitude,x,y,Fuel Moisture Date,FUEL_TYPE,PERCENT,GROUP,LAT,LON,ELE
0,2000,73.27151489,52.33650208,14.59103114,2000-02-01,,,,,,,,,,,,17.761274336,7700.0,CCO,LAC,BURKE,00002298,2000-02-25,,14.0,6.0,1.0,171.8867,1025806.69921875,5448.24117585532,,,,,,,,,,,,,,,,,,,,,,,,
1,2000,73.27151489,52.33650208,14.59103114,2000-03-01,,,,,,,,,,,,16.899036926363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2000,73.27151489,52.33650208,14.59103114,2000-06-01,,,,,,,,,,,,,7784.0,CCO,LAC,DRY,00000975,2000-06-06,,14.0,6.0,1.0,253.3635,1515426.56640625,5046.69473689221,,,,,,,,,,,,,,,,,,,,,,,,
3,2000,73.27151489,52.33650208,14.59103114,2000-06-01,,,,,,,,,,,,,7816.0,CCO,LAC,CALABASAS,00001008,2000-06-11,2000-06-12,14.0,5.0,1.0,1024.243,6072928.26171875,12488.2458617427,,,,,,,,,,,,,,,,,,,,,,,,
4,2000,73.27151489,52.33650208,14.59103114,2000-07-01,,,,,,,,,,,,,7782.0,CCO,LAC,LAKE,00001261,2000-07-19,,14.0,6.0,1.0,73.86954,443022.62109375,3120.04205741338,,,,,,,,,,,,,,,,,,,,,,,,
5,2000,73.27151489,52.33650208,14.59103114,2000-08-01,,,,,,,,,,,,,7662.0,CCO,LAC,WEST,00001366,2000-08-04,,14.0,6.0,1.0,121.432,723453.93359375,4792.32017422496,,,,,,,,,,,,,,,,,,,,,,,,
6,2000,73.27151489,52.33650208,14.59103114,2000-09-01,,,,,,,,,,,,,7661.0,CCO,LAC,YUCCA,00001623,2000-09-13,,14.0,6.0,1.0,788.8675,4712729.17578125,17420.6072703588,,,,,,,,,,,,,,,,,,,,,,,,
7,2000,73.27151489,52.33650208,14.59103114,2000-10-01,,,,,,,,,,,,,7699.0,CCO,LAC,ORCAS,00001864,2000-10-22,,14.0,6.0,1.0,35.4088,210400.80078125,2176.73696007717,,,,,,,,,,,,,,,,,,,,,,,,
8,2001,72.05082703,51.73324203,20.7455784,2001-02-01,,,,,,,,,,,,16.709914204999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-05,Chamise,102.0,LA County,34.124722222222225,-118.36888888888888,1305.0
9,2001,72.05082703,51.73324203,20.7455784,2001-02-01,,,,,,,,,,,,16.709914204999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-02-26,Chamise,116.0,LA County,34.124722222222225,-118.36888888888888,1305.0
10,2001,72.05082703,51.73324203,20.7455784,2001-03-01,,,,,,,,,,,,16.45164975090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-03-12,Chamise,130.0,LA County,34.124722222222225,-118.36888888888888,1305.0
11,2001,72.05082703,51.73324203,20.7455784,2001-03-01,,,,,,,,,,,,16.45164975090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-03-26,Chamise,130.0,LA County,34.124722222222225,-118.36888888888888,1305.0
12,2001,72.05082703,51.73324203,20.7455784,2001-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-04-09,Chamise,136.0,LA County,34.124722222222225,-118.36888888888888,1305.0
13,2001,72.05082703,51.73324203,20.7455784,2001-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-04-23,Chamise,154.0,LA County,34.124722222222225,-118.36888888888888,1305.0
14,2001,72.05082703,51.73324203,20.7455784,2001-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-14,Chamise,127.0,LA County,34.124722222222225,-118.36888888888888,1305.0
15,2001,72.05082703,51.73324203,20.7455784,2001-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-05-28,Chamise,112.0,LA County,34.124722222222225,-118.36888888888888,1305.0
16,2001,72.05082703,51.73324203,20.7455784,2001-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-06-11,Chamise,106.0,LA County,34.124722222222225,-118.36888888888888,1305.0
17,2001,72.05082703,51.73324203,20.7455784,2001-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-06-25,Chamise,95.0,LA County,34.124722222222225,-118.36888888888888,1305.0
18,2001,72.05082703,51.73324203,20.7455784,2001-07-01,,,,,,,,,,,,,7598.0,CCO,LAC,GLENDORA FIRE,00001139,2001-07-15,,14.0,6.0,1.0,36.24531,214751.8203125,2315.55345206774,,,,,,,,,,,,,,,,,,2001-07-09,Chamise,94.0,LA County,34.124722222222225,-118.36888888888888,1305.0
19,2001,72.05082703,51.73324203,20.7455784,2001-07-01,,,,,,,,,,,,,7598.0,CCO,LAC,GLENDORA FIRE,00001139,2001-07-15,,14.0,6.0,1.0,36.24531,214751.8203125,2315.55345206774,,,,,,,,,,,,,,,,,,2001-07-30,Chamise,80.0,LA County,34.124722222222225,-118.36888888888888,1305.0
20,2001,72.05082703,51.73324203,20.7455784,2001-07-01,,,,,,,,,,,,,7600.0,CCO,LAC,BOUQUET FIRE,00001133,2001-07-07,,14.0,6.0,1.0,194.0872,1158506.3984375,7824.83643756723,,,,,,,,,,,,,,,,,,2001-07-09,Chamise,94.0,LA County,34.124722222222225,-118.36888888888888,1305.0
21,2001,72.05082703,51.73324203,20.7455784,2001-07-01,,,,,,,,,,,,,7600.0,CCO,LAC,BOUQUET FIRE,00001133,2001-07-07,,14.0,6.0,1.0,194.0872,1158506.3984375,7824.83643756723,,,,,,,,,,,,,,,,,,2001-07-30,Chamise,80.0,LA County,34.124722222222225,-118.36888888888888,1305.0
22,2001,72.05082703,51.73324203,20.7455784,2001-08-01,,,,,,,,,,,,,7484.0,CCO,LAC,SLOAN FIRE,00001170,2001-08-27,,14.0,6.0,1.0,1788.64,10683789.8789062,23862.3423843439,,,,,,,,,,,,,,,,,,2001-08-13,Chamise,76.0,LA County,34.124722222222225,-118.36888888888888,1305.0
23,2001,72.05082703,51.73324203,20.7455784,2001-08-01,,,,,,,,,,,,,7484.0,CCO,LAC,SLOAN FIRE,00001170,2001-08-27,,14.0,6.0,1.0,1788.64,10683789.8789062,23862.3423843439,,,,,,,,,,,,,,,,,,2001-08-27,Chamise,76.0,LA County,34.124722222222225,-118.36888888888888,1305.0
24,2001,72.05082703,51.73324203,20.7455784,2001-08-01,,,,,,,,,,,,,7599.0,CCO,LAC,TEMPLIN FIRE,00001167,2001-08-24,,14.0,6.0,1.0,52.0729,311290.26171875,2888.61742067633,,,,,,,,,,,,,,,,,,2001-08-13,Chamise,76.0,LA County,34.124722222222225,-118.36888888888888,1305.0
25,2001,72.05082703,51.73324203,20.7455784,2001-08-01,,,,,,,,,,,,,7599.0,CCO,LAC,TEMPLIN FIRE,00001167,2001-08-24,,14.0,6.0,1.0,52.0729,311290.26171875,2888.61742067633,,,,,,,,,,,,,,,,,,2001-08-27,Chamise,76.0,LA County,34.124722222222225,-118.36888888888888,1305.0
26,2001,72.05082703,51.73324203,20.7455784,2001-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-09-10,Chamise,69.0,LA County,34.124722222222225,-118.36888888888888,1305.0
27,2001,72.05082703,51.73324203,20.7455784,2001-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-09-24,Chamise,69.0,LA County,34.124722222222225,-118.36888888888888,1305.0
28,2001,72.05082703,51.73324203,20.7455784,2001-10-01,,,,,,,,,,,,,7485.0,CCO,LAC,STABLES FIRE,00000002,2001-10-12,,14.0,6.0,1.0,6401.868,38231266.6953125,56751.1726925356,,,,,,,,,,,,,,,,,,2001-10-08,Chamise,67.0,LA County,34.124722222222225,-118.36888888888888,1305.0
29,2001,72.05082703,51.73324203,20.7455784,2001-10-01,,,,,,,,,,,,,7485.0,CCO,LAC,STABLES FIRE,00000002,2001-10-12,,14.0,6.0,1.0,6401.868,38231266.6953125,56751.1726925356,,,,,,,,,,,,,,,,,,2001-10-15,Chamise,65.0,LA County,34.124722222222225,-118.36888888888888,1305.0
30,2001,72.05082703,51.73324203,20.7455784,2001-10-01,,,,,,,,,,,,,7485.0,CCO,LAC,STABLES FIRE,00000002,2001-10-12,,14.0,6.0,1.0,6401.868,38231266.6953125,56751.1726925356,,,,,,,,,,,,,,,,,,2001-10-22,Chamise,66.0,LA County,34.124722222222225,-118.36888888888888,1305.0
31,2001,72.05082703,51.73324203,20.7455784,2001-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-11-05,Chamise,65.0,LA County,34.124722222222225,-118.36888888888888,1305.0
32,2001,72.05082703,51.73324203,20.7455784,2001-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-11-26,Chamise,65.0,LA County,34.124722222222225,-118.36888888888888,1305.0
33,2001,72.05082703,51.73324203,20.7455784,2001-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-12-10,Chamise,72.0,LA County,34.124722222222225,-118.36888888888888,1305.0
34,2002,72.62106323,51.41127014,6.782572569,2002-01-01,0.5,99.5,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-01-08,Chamise,83.0,LA County,34.124722222222225,-118.36888888888888,1305.0
35,2002,72.62106323,51.41127014,6.782572569,2002-01-01,0.5,99.5,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-01-22,Chamise,83.0,LA County,34.124722222222225,-118.36888888888888,1305.0
36,2002,72.62106323,51.41127014,6.782572569,2002-02-01,0.0,100.0,100.0,82.5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,13.734788796999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-05,Chamise,88.0,LA County,34.124722222222225,-118.36888888888888,1305.0
37,2002,72.62106323,51.41127014,6.782572569,2002-02-01,0.0,100.0,100.0,82.5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,13.734788796999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-02-19,Chamise,102.0,LA County,34.124722222222225,-118.36888888888888,1305.0
38,2002,72.62106323,51.41127014,6.782572569,2002-03-01,0.0,100.0,100.0,99.9,86.5,6.8,0.0,0.0,0.0,0.0,0.0,17.407431513636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03-05,Chamise,113.0,LA County,34.124722222222225,-118.36888888888888,1305.0
39,2002,72.62106323,51.41127014,6.782572569,2002-03-01,0.0,100.0,100.0,99.9,86.5,6.8,0.0,0.0,0.0,0.0,0.0,17.407431513636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-03-19,Chamise,109.0,LA County,34.124722222222225,-118.36888888888888,1305.0
40,2002,72.62106323,51.41127014,6.782572569,2002-04-01,0.0,100.0,100.0,100.0,99.7,32.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-02,Chamise,107.0,LA County,34.124722222222225,-118.36888888888888,1305.0
41,2002,72.62106323,51.41127014,6.782572569,2002-04-01,0.0,100.0,100.0,100.0,99.7,32.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-16,Chamise,89.0,LA County,34.124722222222225,-118.36888888888888,1305.0
42,2002,72.62106323,51.41127014,6.782572569,2002-04-01,0.0,100.0,100.0,100.0,99.7,32.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-04-30,Chamise,81.0,LA County,34.124722222222225,-118.36888888888888,1305.0
43,2002,72.62106323,51.41127014,6.782572569,2002-05-01,0.0,100.0,100.0,100.0,100.0,71.2,0.0,0.0,0.0,0.0,0.0,,7368.0,CCO,LAC,SHANNON FIRE,00102688,2002-05-23,2002-05-23,14.0,7.0,1.0,298.9299,1786884.8828125,6990.02564131324,,,,,,,,,,,,,,,,,,2002-05-28,Chamise,77.0,LA County,34.124722222222225,-118.36888888888888,1305.0
44,2002,72.62106323,51.41127014,6.782572569,2002-05-01,0.0,100.0,100.0,100.0,100.0,71.2,0.0,0.0,0.0,0.0,0.0,,7370.0,CCO,LAC,BURLWOOD,00101874,2002-05-22,2002-05-22,7.0,1.0,1.0,66.40936,396360.2734375,4315.61138073755,,,,,,,,,,,,,,,,,,2002-05-28,Chamise,77.0,LA County,34.124722222222225,-118.36888888888888,1305.0
45,2002,72.62106323,51.41127014,6.782572569,2002-06-01,0.0,99.9,99.9,99.9,99.6,58.0,0.0,0.0,0.0,0.0,0.0,,7363.0,CCO,LAC,COPCO FIRE,00001949,2002-06-18,2002-06-20,14.0,7.0,1.0,1404.16,8435124.25390625,15282.2212507891,,,,,,,,,,,,,,,,,,2002-06-18,Chamise,72.0,LA County,34.124722222222225,-118.36888888888888,1305.0
46,2002,72.62106323,51.41127014,6.782572569,2002-06-01,0.0,99.9,99.9,99.9,99.6,58.0,0.0,0.0,0.0,0.0,0.0,,7364.0,CCO,LAC,COPPER FIRE,00112310,2002-06-05,2002-06-12,2.0,7.0,1.0,19101.64,114250021.636719,97960.4534721797,,,,,,,,,,,,,,,,,,2002-06-18,Chamise,72.0,LA County,34.124722222222225,-118.36888888888888,1305.0
47,2002,72.62106323,51.41127014,6.782572569,2002-06-01,0.0,99.9,99.9,99.9,99.6,58.0,0.0,0.0,0.0,0.0,0.0,,7369.0,CCO,LAC,RIDGE FIRE,00111675,2002-06-04,2002-06-04,7.0,6.0,1.0,118.3375,707068.14453125,5796.44940025007,,,,,,,,,,,,,,,,,,2002-06-18,Chamise,72.0,LA County,34.124722222222225,-118.36888888888888,1305.0
48,2002,72.62106323,51.41127014,6.782572569,2002-07-01,0.0,99.9,99.9,99.9,99.6,43.1,0.0,0.0,0.0,0.0,0.0,,7361.0,CCO,LAC,FREEWAY FIRE I,00153545,2002-07-09,2002-07-09,7.0,6.0,1.0,64.8705,386159.23046875,5259.46068033552,,,,,,,,,,,,,,,,,,2002-07-02,Chamise,72.0,LA County,34.124722222222225,-118.36888888888888,1305.0
49,2002,72.62106323,51.41127014,6.782572569,2002-07-01,0.0,99.9,99.9,99.9,99.6,43.1,0.0,0.0,0.0,0.0,0.0,,7361.0,CCO,LAC,FREEWAY FIRE I,00153545,2002-07-09,2002-07-09,7.0,6.0,1.0,64.8705,386159.23046875,5259.46068033552,,,,,,,,,,,,,,,,,,2002-07-16,Chamise,70.0,LA County,34.124722222222225,-118.36888888888888,1305.0
50,2002,72.62106323,51.41127014,6.782572569,2002-07-01,0.0,99.9,99.9,99.9,99.6,43.1,0.0,0.0,0.0,0.0,0.0,,7362.0,CCO,LAC,PLACERITA FIRE,00137505,2002-07-08,2002-07-08,7.0,7.0,1.0,358.8925,2137673.9375,13909.7060333086,,,,,,,,,,,,,,,,,,2002-07-02,Chamise,72.0,LA County,34.124722222222225,-118.36888888888888,1305.0
51,2002,72.62106323,51.41127014,6.782572569,2002-07-01,0.0,99.9,99.9,99.9,99.6,43.1,0.0,0.0,0.0,0.0,0.0,,7362.0,CCO,LAC,PLACERITA FIRE,00137505,2002-07-08,2002-07-08,7.0,7.0,1.0,358.8925,2137673.9375,13909.7060333086,,,,,,,,,,,,,,,,,,2002-07-16,Chamise,70.0,LA County,34.124722222222225,-118.36888888888888,1305.0
52,2002,72.62106323,51.41127014,6.782572569,2002-08-01,0.0,100.0,100.0,100.0,100.0,99.8,0.0,0.0,0.0,0.0,0.0,,7366.0,CCO,LAC,CHERRY FIRE,00172482,2002-08-25,2002-08-25,14.0,6.0,1.0,159.3011,953560.48046875,5672.70769406322,,,,,,,,,,,,,,,,,,2002-08-06,Chamise,63.0,LA County,34.124722222222225,-118.36888888888888,1305.0
53,2002,72.62106323,51.41127014,6.782572569,2002-08-01,0.0,100.0,100.0,100.0,100.0,99.8,0.0,0.0,0.0,0.0,0.0,,7366.0,CCO,LAC,CHERRY FIRE,00172482,2002-08-25,2002-08-25,14.0,6.0,1.0,159.3011,953560.48046875,5672.70769406322,,,,,,,,,,,,,,,,,,2002-08-20,Chamise,58.0,LA County,34.124722222222225,-118.36888888888888,1305.0
54,2002,72.62106323,51.41127014,6.782572569,2002-09-01,0.0,100.0,100.0,100.0,100.0,94.5,0.0,0.0,0.0,0.0,0.0,,7367.0,CCO,LAC,FREEWAY FIRE II,00177557,2002-09-01,2002-09-03,7.0,6.0,1.0,1028.471,6148273.65625,17099.3513829266,,,,,,,,,,,,,,,,,,2002-09-17,Chamise,56.0,LA County,34.124722222222225,-118.36888888888888,1305.0
55,2002,72.62106323,51.41127014,6.782572569,2002-09-01,0.0,100.0,100.0,100.0,100.0,94.5,0.0,0.0,0.0,0.0,0.0,,7371.0,CCO,LAC,OASIS FIRE,00187107,2002-09-14,2002-09-14,7.0,2.0,1.0,1151.388,6870329.41015625,20642.7657311608,,,,,,,,,,,,,,,,,,2002-09-17,Chamise,56.0,LA County,34.124722222222225,-118.36888888888888,1305.0
56,2002,72.62106323,51.41127014,6.782572569,2002-09-01,0.0,100.0,100.0,100.0,100.0,94.5,0.0,0.0,0.0,0.0,0.0,,7373.0,CCO,LAC,QUARRY FIRE,00180003,2002-09-04,2002-09-04,14.0,6.0,1.0,81.99478,488971.18359375,5284.57146944283,,,,,,,,,,,,,,,,,,2002-09-17,Chamise,56.0,LA County,34.124722222222225,-118.36888888888888,1305.0
57,2002,72.62106323,51.41127014,6.782572569,2002-09-01,0.0,100.0,100.0,100.0,100.0,94.5,0.0,0.0,0.0,0.0,0.0,,7377.0,CCO,LAC,MOUNTAIN FIRE,00009902,2002-09-09,2002-09-11,14.0,1.0,1.0,749.0938,4442023.3203125,10393.0244878887,,,,,,,,,,,,,,,,,,2002-09-17,Chamise,56.0,LA County,34.124722222222225,-118.36888888888888,1305.0
58,2002,72.62106323,51.41127014,6.782572569,2002-10-01,0.0,100.0,100.0,100.0,100.0,99.4,0.0,0.0,0.0,0.0,0.0,,7372.0,CCO,LAC,CAMBRIDGE,00201324,2002-10-08,2002-10-08,14.0,6.0,1.0,108.0377,644749.765625,5426.339137702,,,,,,,,,,,,,,,,,,2002-10-01,Chamise,59.0,LA County,34.124722222222225,-118.36888888888888,1305.0
59,2002,72.62106323,51.41127014,6.782572569,2002-10-01,0.0,100.0,100.0,100.0,100.0,99.4,0.0,0.0,0.0,0.0,0.0,,7372.0,CCO,LAC,CAMBRIDGE,00201324,2002-10-08,2002-10-08,14.0,6.0,1.0,108.0377,644749.765625,5426.339137702,,,,,,,,,,,,,,,,,,2002-10-15,Chamise,60.0,LA County,34.124722222222225,-118.36888888888888,1305.0
60,2002,72.62106323,51.41127014,6.782572569,2002-10-01,0.0,100.0,100.0,100.0,100.0,99.4,0.0,0.0,0.0,0.0,0.0,,7372.0,CCO,LAC,CAMBRIDGE,00201324,2002-10-08,2002-10-08,14.0,6.0,1.0,108.0377,644749.765625,5426.339137702,,,,,,,,,,,,,,,,,,2002-10-29,Chamise,59.0,LA County,34.124722222222225,-118.36888888888888,1305.0
61,2002,72.62106323,51.41127014,6.782572569,2002-11-01,0.0,100.0,98.3,54.8,32.2,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-11-12,Chamise,65.0,LA County,34.124722222222225,-118.36888888888888,1305.0
62,2002,72.62106323,51.41127014,6.782572569,2002-11-01,0.0,100.0,98.3,54.8,32.2,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-11-26,Chamise,71.0,LA County,34.124722222222225,-118.36888888888888,1305.0
63,2002,72.62106323,51.41127014,6.782572569,2002-12-01,75.0,25.1,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-12-03,Chamise,76.0,LA County,34.124722222222225,-118.36888888888888,1305.0
64,2002,72.62106323,51.41127014,6.782572569,2002-12-01,75.0,25.1,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-12-24,Chamise,92.0,LA County,34.124722222222225,-118.36888888888888,1305.0
65,2003,73.82855988,52.83791733,14.99463983,2003-01-01,28.0,72.0,34.7,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6974.0,CCO,LAC,PACIFIC,00004293,2003-01-06,2003-01-10,13.0,1.0,1.0,805.6346,4760533.16796875,35569.1918088195,,,,,,,,,,,,,,,,,,2003-01-15,Chamise,121.0,LA County,34.124722222222225,-118.36888888888888,1305.0
66,2003,73.82855988,52.83791733,14.99463983,2003-01-01,28.0,72.0,34.7,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6974.0,CCO,LAC,PACIFIC,00004293,2003-01-06,2003-01-10,13.0,1.0,1.0,805.6346,4760533.16796875,35569.1918088195,,,,,,,,,,,,,,,,,,2003-01-29,Chamise,146.0,LA County,34.124722222222225,-118.36888888888888,1305.0
67,2003,73.82855988,52.83791733,14.99463983,2003-01-01,28.0,72.0,34.7,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6975.0,CCO,LAC,AIRPORT,00004054,2003-01-06,2003-01-06,13.0,7.0,1.0,142.8408,831471.82421875,7375.82560968192,,,,,,,,,,,,,,,,,,2003-01-15,Chamise,121.0,LA County,34.124722222222225,-118.36888888888888,1305.0
68,2003,73.82855988,52.83791733,14.99463983,2003-01-01,28.0,72.0,34.7,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6975.0,CCO,LAC,AIRPORT,00004054,2003-01-06,2003-01-06,13.0,7.0,1.0,142.8408,831471.82421875,7375.82560968192,,,,,,,,,,,,,,,,,,2003-01-29,Chamise,146.0,LA County,34.124722222222225,-118.36888888888888,1305.0
69,2003,73.82855988,52.83791733,14.99463983,2003-02-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.240157602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-02-19,Chamise,150.0,LA County,34.124722222222225,-118.36888888888888,1305.0
70,2003,73.82855988,52.83791733,14.99463983,2003-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54363233181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-05,Chamise,137.0,LA County,34.124722222222225,-118.36888888888888,1305.0
71,2003,73.82855988,52.83791733,14.99463983,2003-03-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.54363233181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-03-19,Chamise,138.0,LA County,34.124722222222225,-118.36888888888888,1305.0
72,2003,73.82855988,52.83791733,14.99463983,2003-04-01,87.8,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-02,Chamise,151.0,LA County,34.124722222222225,-118.36888888888888,1305.0
73,2003,73.82855988,52.83791733,14.99463983,2003-04-01,87.8,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-23,Chamise,153.0,LA County,34.124722222222225,-118.36888888888888,1305.0
74,2003,73.82855988,52.83791733,14.99463983,2003-05-01,77.5,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-05-07,Chamise,131.0,LA County,34.124722222222225,-118.36888888888888,1305.0
75,2003,73.82855988,52.83791733,14.99463983,2003-05-01,77.5,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-05-21,Chamise,138.0,LA County,34.124722222222225,-118.36888888888888,1305.0
76,2003,73.82855988,52.83791733,14.99463983,2003-06-01,73.9,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,0.0,,6976.0,CCO,LAC,WEST,00113933,2003-06-06,2003-06-06,11.0,6.0,1.0,110.5337,663503.02734375,5689.49880901461,,,,,,,,,,,,,,,,,,2003-06-04,Chamise,137.0,LA County,34.124722222222225,-118.36888888888888,1305.0
77,2003,73.82855988,52.83791733,14.99463983,2003-06-01,73.9,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,0.0,,6976.0,CCO,LAC,WEST,00113933,2003-06-06,2003-06-06,11.0,6.0,1.0,110.5337,663503.02734375,5689.49880901461,,,,,,,,,,,,,,,,,,2003-06-18,Chamise,121.0,LA County,34.124722222222225,-118.36888888888888,1305.0
78,2003,73.82855988,52.83791733,14.99463983,2003-07-01,44.3,0.0,0.0,0.0,0.0,0.0,55.7,9.4,0.0,0.0,0.0,,6977.0,CCO,LAC,DULCE,00136159,2003-07-05,2003-07-05,8.0,1.0,1.0,151.5897,904821.34375,5365.40635255137,,,,,,,,,,,,,,,,,,2003-07-09,Chamise,113.0,LA County,34.124722222222225,-118.36888888888888,1305.0
79,2003,73.82855988,52.83791733,14.99463983,2003-07-01,44.3,0.0,0.0,0.0,0.0,0.0,55.7,9.4,0.0,0.0,0.0,,6977.0,CCO,LAC,DULCE,00136159,2003-07-05,2003-07-05,8.0,1.0,1.0,151.5897,904821.34375,5365.40635255137,,,,,,,,,,,,,,,,,,2003-07-23,Chamise,90.0,LA County,34.124722222222225,-118.36888888888888,1305.0
80,2003,73.82855988,52.83791733,14.99463983,2003-07-01,44.3,0.0,0.0,0.0,0.0,0.0,55.7,9.4,0.0,0.0,0.0,,6979.0,CCO,LAC,HAUSER,00150988,2003-07-24,2003-07-27,11.0,7.0,1.0,2038.864,12196543.0351562,23554.6751830322,,,,,,,,,,,,,,,,,,2003-07-09,Chamise,113.0,LA County,34.124722222222225,-118.36888888888888,1305.0
81,2003,73.82855988,52.83791733,14.99463983,2003-07-01,44.3,0.0,0.0,0.0,0.0,0.0,55.7,9.4,0.0,0.0,0.0,,6979.0,CCO,LAC,HAUSER,00150988,2003-07-24,2003-07-27,11.0,7.0,1.0,2038.864,12196543.0351562,23554.6751830322,,,,,,,,,,,,,,,,,,2003-07-23,Chamise,90.0,LA County,34.124722222222225,-118.36888888888888,1305.0
82,2003,73.82855988,52.83791733,14.99463983,2003-08-01,68.2,0.0,0.0,0.0,0.0,0.0,31.8,11.4,0.0,0.0,0.0,,6980.0,CCO,LAC,LOS ALAMOS,00174407,2003-08-23,2003-08-23,16.0,6.0,1.0,302.7944,1817456.5625,8178.17761541126,,,,,,,,,,,,,,,,,,2003-08-06,Chamise,78.0,LA County,34.124722222222225,-118.36888888888888,1305.0
