OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,DECADES,Shape__Area,Shape__Length
5614,2007,CA,CCO,LAC,SKYLINE,00183643,2007-08-21 00:00:00+00:00,2007-08-23 00:00:00+00:00,14.0,8.0,1.0,95.41856,2000,563161.4453125,4332.95259919261
5615,2007,CA,CCO,LAC,SESNON,00231876,2007-10-21 00:00:00+00:00,2007-10-21 00:00:00+00:00,14.0,8.0,1.0,30.30142,2000,180152.71875,2032.10677887701
5616,2007,CA,CCO,LAC,SOLEDAD,00233414,2007-10-22 00:00:00+00:00,2007-10-23 00:00:00+00:00,14.0,8.0,1.0,44.16777,2000,263363.33203125,2494.11180001473
5617,2007,CA,CCO,LAC,Y,00233912,2007-10-23 00:00:00+00:00,,14.0,6.0,1.0,22.49173,2000,134216.59765625,2016.15607241837
5627,2007,CA,CCO,LAC,PEARBLOSSOM,00080271,2007-04-12 00:00:00+00:00,2007-04-13 00:00:00+00:00,14.0,8.0,1.0,77.80277,2000,464902.3046875,6286.10996821588
5628,2007,CA,CCO,LAC,ISLAND,00102481,2007-05-10 00:00:00+00:00,2007-05-17 00:00:00+00:00,14.0,8.0,1.0,4722.966,2000,27470950.1757812,36823.8808184177
5629,2007,CA,CCO,LAC,CANYON,00148415,2007-07-07 00:00:00+00:00,,14.0,6.0,1.0,743.4799,2000,4437599.67578125,14944.9189727201
5630,2007,CA,CCO,LAC,FAIRMONT,00193853,2007-09-01 00:00:00+00:00,2007-09-08 00:00:00+00:00,14.0,8.0,1.0,211.6219,2000,1269857.5234375,5769.21304747602
5634,2007,CA,CCO,LAC,MEADOW RIDGE,00233523,2007-10-23 00:00:00+00:00,2007-10-25 00:00:00+00:00,14.0,8.0,1.0,39.10847,2000,232823.73828125,4091.65286380833
5651,2007,CA,LRA,LAC,GRIFFITH PARK,00000000,2007-05-08 00:00:00+00:00,,3.0,7.0,1.0,747.8984,2000,4427910.23828125,15010.920327604
5652,2007,CA,LRA,LAC,BARHAM,00000000,2007-03-30 00:00:00+00:00,2007-03-31 00:00:00+00:00,8.0,7.0,1.0,224.3276,2000,1328555.58984375,6131.23939583745
5657,2007,CA,CCO,LAC,TRIUNFO,00000313,2007-05-09 00:00:00+00:00,2007-05-09 00:00:00+00:00,9.0,8.0,1.0,0.3089809,2000,1829.23828125,151.80817231436
5669,2007,CA,LRA,LAC,GRIFFITH PARK,00000000,2007-08-14 00:00:00+00:00,2007-08-14 00:00:00+00:00,14.0,5.0,1.0,4.961969,2000,29371.53515625,607.790258732503
5670,2007,CA,CCO,LAC,AGOURA,00000420,2007-06-21 00:00:00+00:00,2007-06-21 00:00:00+00:00,9.0,1.0,1.0,0.8084014,2000,4787.4375,392.491296947771
5671,2007,CA,CCO,LAC,KANAN,00000457,2007-07-03 00:00:00+00:00,2007-07-03 00:00:00+00:00,2.0,1.0,1.0,0.5139439,2000,3042.2421875,244.790085181833
5672,2007,CA,CCO,LAC,FLORES,00000535,2007-08-05 00:00:00+00:00,2007-08-05 00:00:00+00:00,10.0,1.0,1.0,0.09350429,2000,552.8125,83.4544081479223
5673,2007,CA,CCO,LAC,AGOURA 2,00000677,2007-10-07 00:00:00+00:00,2007-10-07 00:00:00+00:00,7.0,1.0,1.0,2.014412,2000,11930.51171875,387.451963204286
5674,2007,CA,CCO,LAC,VIRGENES,00000717,2007-11-03 00:00:00+00:00,2007-11-03 00:00:00+00:00,9.0,7.0,1.0,0.01678047,2000,99.37890625,35.3861382537816
5720,2007,CA,CDF,LAC,NORTH,00000129,2007-09-02 00:00:00+00:00,2007-09-02 00:00:00+00:00,1.0,8.0,1.0,2122.343,2000,12651429.6171875,19154.0742605486
5867,2007,CA,CCO,LAC,BUCKWEED,00000167,2007-10-21 00:00:00+00:00,2007-10-21 00:00:00+00:00,8.0,2.0,1.0,38347.47,2000,229093053.527344,113267.992876298
5934,2007,CA,NPS,LAC,LATIGO CANYON,00000285,2007-04-26 00:00:00+00:00,2007-04-26 00:00:00+00:00,9.0,8.0,1.0,0.09348453,2000,552.44921875,83.4273857600336
5944,2007,CA,NPS,LAC,LATIGO,00000350,2007-05-23 00:00:00+00:00,2007-05-23 00:00:00+00:00,2.0,1.0,1.0,0.197764,2000,1168.8125,121.347626738322
5987,2006,CA,CCO,LAC,POPPY FIRE,00184014,2006-08-25 00:00:00+00:00,2006-08-25 00:00:00+00:00,14.0,1.0,1.0,372.1154,2000,2233987.40234375,8682.35126655584
5988,2006,CA,CCO,LAC,HWY 138 & 300 WEST FIRE,00158182,2006-07-23 00:00:00+00:00,2006-07-23 00:00:00+00:00,14.0,1.0,1.0,192.6109,2000,1158290.4921875,9965.15199509604
6011,2006,CA,CCO,LAC,EMPIRE,00157696,2006-07-22 00:00:00+00:00,2006-07-25 00:00:00+00:00,14.0,7.0,1.0,1063.158,2000,6190967.453125,17788.7223298357
6012,2006,CA,CCO,LAC,QUAIL FIRE,00174794,2006-08-13 00:00:00+00:00,2006-08-17 00:00:00+00:00,14.0,7.0,1.0,4769.777,2000,28697945.1601562,38442.5364107104
6013,2006,CA,CCO,LAC,HIGHLAND FIRE,00157141,2006-07-22 00:00:00+00:00,2006-07-22 00:00:00+00:00,14.0,7.0,1.0,145.7828,2000,869486.109375,6552.20716088164
6060,2006,CA,CCO,LAC,JOHNSON ROAD FIRE,00175756,2006-07-18 00:00:00+00:00,2006-07-18 00:00:00+00:00,14.0,1.0,1.0,110.6591,2000,663497.1953125,3283.14827633956
6061,2006,CA,CCO,LAC,CROSS FIRE,06186247,2006-08-28 00:00:00+00:00,2006-08-31 00:00:00+00:00,14.0,8.0,1.0,664.7448,2000,3959033.1953125,15863.2549776135
6144,2006,CA,CCO,LAC,LATIGO,00029215,2006-02-08 00:00:00+00:00,2006-02-09 00:00:00+00:00,10.0,1.0,1.0,36.62501,2000,216606.5234375,4464.85547556258
6301,2005,CA,CCO,LAC,TOVEY,05141999,2005-07-05 00:00:00+00:00,2005-07-08 00:00:00+00:00,14.0,1.0,1.0,983.473,2000,5879855.3125,17471.3743286342
6531,2005,CA,CCO,LAC,D,00134950,2005-06-27 00:00:00+00:00,2005-06-28 00:00:00+00:00,14.0,8.0,1.0,147.3097,2000,885478.87890625,7899.66595916023
6532,2005,CA,CCO,LAC,TOPANGA,00208724,2005-09-28 00:00:00+00:00,2005-10-10 00:00:00+00:00,14.0,8.0,1.0,23396.39,2000,138815034.363281,168301.368837307
6538,2005,CA,CCO,LAC,SIERRA,00149034,2005-07-13 00:00:00+00:00,2005-04-14 00:00:00+00:00,8.0,8.0,1.0,364.3786,2000,2176595.1484375,11994.7678114112
6539,2005,CA,CCO,LAC,SAN CLEMENTE,00148153,2005-07-13 00:00:00+00:00,2005-07-13 00:00:00+00:00,14.0,8.0,1.0,179.3562,2000,1052707.66015625,7377.70727483942
6540,2005,CA,CCO,LAC,RANGE,00153000,2005-07-19 00:00:00+00:00,2005-07-19 00:00:00+00:00,7.0,8.0,1.0,238.9379,2000,1432929.796875,6491.05678471748
6541,2005,CA,CCO,LAC,QUINN,00163678,2005-08-01 00:00:00+00:00,2005-08-01 00:00:00+00:00,2.0,8.0,1.0,135.9906,2000,811177.48046875,5069.69834147731
6542,2005,CA,CCO,LAC,QUARTZ,00142171,2005-07-06 00:00:00+00:00,2005-07-06 00:00:00+00:00,14.0,8.0,1.0,127.2757,2000,763276.2109375,4892.63996561993
6543,2005,CA,CCO,LAC,GORMAN,00189367,2005-09-03 00:00:00+00:00,2005-09-06 00:00:00+00:00,14.0,8.0,1.0,2515.941,2000,15139227.9453125,25755.7111390024
6544,2005,CA,CCO,LAC,PALMDALE,00138081,2005-07-01 00:00:00+00:00,2005-07-01 00:00:00+00:00,7.0,8.0,1.0,140.4415,2000,840639.703125,4439.38616563015
6545,2005,CA,CCO,LAC,OAK,00133371,2005-06-25 00:00:00+00:00,2005-06-25 00:00:00+00:00,2.0,8.0,1.0,133.6879,2000,798078.8203125,6832.66509859933
6546,2005,CA,CCO,LAC,MUNZ,00134919,2005-06-27 00:00:00+00:00,2005-06-28 00:00:00+00:00,7.0,8.0,1.0,1183.535,2000,7101765.7265625,22936.3675586531
6587,2004,CA,CCO,LAC,MUNZ,00183690,2004-09-05 00:00:00+00:00,2004-09-06 00:00:00+00:00,7.0,6.0,1.0,267.4607,2000,1603892.9609375,8611.71809289154
6588,2004,CA,CCO,LAC,FOOTHILL,00146068,2004-07-17 00:00:00+00:00,2004-07-25 00:00:00+00:00,7.0,6.0,1.0,5969.518,2000,35544462.125,48433.9643936273
6590,2004,CA,CCO,LAC,WAYSIDE,00090871,2004-05-03 00:00:00+00:00,2004-05-04 00:00:00+00:00,9.0,6.0,1.0,90.6327,2000,540784.453125,5679.53092976618
6591,2004,CA,CCO,LAC,PINE,00142168,2004-07-12 00:00:00+00:00,2004-07-23 00:00:00+00:00,9.0,6.0,1.0,16271.65,2000,97749222.6523438,111607.95097265
6974,2003,CA,CCO,LAC,PACIFIC,00004293,2003-01-06 00:00:00+00:00,2003-01-10 00:00:00+00:00,13.0,1.0,1.0,805.6346,2000,4760533.16796875,35569.1918088195
6975,2003,CA,CCO,LAC,AIRPORT,00004054,2003-01-06 00:00:00+00:00,2003-01-06 00:00:00+00:00,13.0,7.0,1.0,142.8408,2000,831471.82421875,7375.82560968192
6976,2003,CA,CCO,LAC,WEST,00113933,2003-06-06 00:00:00+00:00,2003-06-06 00:00:00+00:00,11.0,6.0,1.0,110.5337,2000,663503.02734375,5689.49880901461
6977,2003,CA,CCO,LAC,DULCE,00136159,2003-07-05 00:00:00+00:00,2003-07-05 00:00:00+00:00,8.0,1.0,1.0,151.5897,2000,904821.34375,5365.40635255137
6978,2003,CA,CCO,LAC,SAGE,00181907,2003-09-02 00:00:00+00:00,2003-09-02 00:00:00+00:00,11.0,6.0,1.0,21.87809,2000,130702.5859375,2199.14989731196
6979,2003,CA,CCO,LAC,HAUSER,00150988,2003-07-24 00:00:00+00:00,2003-07-27 00:00:00+00:00,11.0,7.0,1.0,2038.864,2000,12196543.0351562,23554.6751830322
6980,2003,CA,CCO,LAC,LOS ALAMOS,00174407,2003-08-23 00:00:00+00:00,2003-08-23 00:00:00+00:00,16.0,6.0,1.0,302.7944,2000,1817456.5625,8178.17761541126
6981,2003,CA,CCO,LAC,GORMAN,00200343,2003-09-27 00:00:00+00:00,2003-09-27 00:00:00+00:00,16.0,6.0,1.0,175.1584,2000,1053417.1953125,6074.02341145634
6982,2003,CA,CCO,LAC,AQUEDUCT,00211757,2003-10-13 00:00:00+00:00,2003-10-13 00:00:00+00:00,2.0,7.0,1.0,356.0853,2000,2140447.26171875,9435.83192491982
7069,2003,CA,CCO,LAC,VERDALE,00220027,2003-10-24 00:00:00+00:00,2003-10-28 00:00:00+00:00,16.0,7.0,1.0,8474.283,2000,50526532.9335938,50843.3448644878
7070,2003,CA,CCO,LAC,WILDWOOD,00217933,2003-10-21 00:00:00+00:00,2003-10-21 00:00:00+00:00,3.0,7.0,1.0,68.41597,2000,405757.80078125,3158.03743400019
7361,2002,CA,CCO,LAC,FREEWAY FIRE I,00153545,2002-07-09 00:00:00+00:00,2002-07-09 00:00:00+00:00,7.0,6.0,1.0,64.8705,2000,386159.23046875,5259.46068033552
7362,2002,CA,CCO,LAC,PLACERITA FIRE,00137505,2002-07-08 00:00:00+00:00,2002-07-08 00:00:00+00:00,7.0,7.0,1.0,358.8925,2000,2137673.9375,13909.7060333086
7363,2002,CA,CCO,LAC,COPCO FIRE,00001949,2002-06-18 00:00:00+00:00,2002-06-20 00:00:00+00:00,14.0,7.0,1.0,1404.16,2000,8435124.25390625,15282.2212507891
7364,2002,CA,CCO,LAC,COPPER FIRE,00112310,2002-06-05 00:00:00+00:00,2002-06-12 00:00:00+00:00,2.0,7.0,1.0,19101.64,2000,114250021.636719,97960.4534721797
7366,2002,CA,CCO,LAC,CHERRY FIRE,00172482,2002-08-25 00:00:00+00:00,2002-08-25 00:00:00+00:00,14.0,6.0,1.0,159.3011,2000,953560.48046875,5672.70769406322
7367,2002,CA,CCO,LAC,FREEWAY FIRE II,00177557,2002-09-01 00:00:00+00:00,2002-09-03 00:00:00+00:00,7.0,6.0,1.0,1028.471,2000,6148273.65625,17099.3513829266
7368,2002,CA,CCO,LAC,SHANNON FIRE,00102688,2002-05-23 00:00:00+00:00,2002-05-23 00:00:00+00:00,14.0,7.0,1.0,298.9299,2000,1786884.8828125,6990.02564131324
7369,2002,CA,CCO,LAC,RIDGE FIRE,00111675,2002-06-04 00:00:00+00:00,2002-06-04 00:00:00+00:00,7.0,6.0,1.0,118.3375,2000,707068.14453125,5796.44940025007
7370,2002,CA,CCO,LAC,BURLWOOD,00101874,2002-05-22 00:00:00+00:00,2002-05-22 00:00:00+00:00,7.0,1.0,1.0,66.40936,2000,396360.2734375,4315.61138073755
7371,2002,CA,CCO,LAC,OASIS FIRE,00187107,2002-09-14 00:00:00+00:00,2002-09-14 00:00:00+00:00,7.0,2.0,1.0,1151.388,2000,6870329.41015625,20642.7657311608
7372,2002,CA,CCO,LAC,CAMBRIDGE,00201324,2002-10-08 00:00:00+00:00,2002-10-08 00:00:00+00:00,14.0,6.0,1.0,108.0377,2000,644749.765625,5426.339137702
7373,2002,CA,CCO,LAC,QUARRY FIRE,00180003,2002-09-04 00:00:00+00:00,2002-09-04 00:00:00+00:00,14.0,6.0,1.0,81.99478,2000,488971.18359375,5284.57146944283
7377,2002,CA,CCO,LAC,MOUNTAIN FIRE,00009902,2002-09-09 00:00:00+00:00,2002-09-11 00:00:00+00:00,14.0,1.0,1.0,749.0938,2000,4442023.3203125,10393.0244878887
7484,2001,CA,CCO,LAC,SLOAN FIRE,00001170,2001-08-27 00:00:00+00:00,,14.0,6.0,1.0,1788.64,2000,10683789.8789062,23862.3423843439
7485,2001,CA,CCO,LAC,STABLES FIRE,00000002,2001-10-12 00:00:00+00:00,,14.0,6.0,1.0,6401.868,2000,38231266.6953125,56751.1726925356
7598,2001,CA,CCO,LAC,GLENDORA FIRE,00001139,2001-07-15 00:00:00+00:00,,14.0,6.0,1.0,36.24531,2000,214751.8203125,2315.55345206774
7599,2001,CA,CCO,LAC,TEMPLIN FIRE,00001167,2001-08-24 00:00:00+00:00,,14.0,6.0,1.0,52.0729,2000,311290.26171875,2888.61742067633
7600,2001,CA,CCO,LAC,BOUQUET FIRE,00001133,2001-07-07 00:00:00+00:00,,14.0,6.0,1.0,194.0872,2000,1158506.3984375,7824.83643756723
7661,2000,CA,CCO,LAC,YUCCA,00001623,2000-09-13 00:00:00+00:00,,14.0,6.0,1.0,788.8675,2000,4712729.17578125,17420.6072703588
7662,2000,CA,CCO,LAC,WEST,00001366,2000-08-04 00:00:00+00:00,,14.0,6.0,1.0,121.432,2000,723453.93359375,4792.32017422496
7699,2000,CA,CCO,LAC,ORCAS,00001864,2000-10-22 00:00:00+00:00,,14.0,6.0,1.0,35.4088,2000,210400.80078125,2176.73696007717
7700,2000,CA,CCO,LAC,BURKE,00002298,2000-02-25 00:00:00+00:00,,14.0,6.0,1.0,171.8867,2000,1025806.69921875,5448.24117585532
7782,2000,CA,CCO,LAC,LAKE,00001261,2000-07-19 00:00:00+00:00,,14.0,6.0,1.0,73.86954,2000,443022.62109375,3120.04205741338
7784,2000,CA,CCO,LAC,DRY,00000975,2000-06-06 00:00:00+00:00,,14.0,6.0,1.0,253.3635,2000,1515426.56640625,5046.69473689221
7816,2000,CA,CCO,LAC,CALABASAS,00001008,2000-06-11 00:00:00+00:00,2000-06-12 00:00:00+00:00,14.0,5.0,1.0,1024.243,2000,6072928.26171875,12488.2458617427
