OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)","Street Suffix (e.g. apt. 23, blding C)",* City,State,Zip Code,* CAL FIRE Unit,County,* Incident Name,Incident Number (e.g. CAAEU 123456),Incident Start Date,Hazard Type,If Affected 1-9% - Where did fire start?,If Affected 1-9% - What started fire?,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),# of Damaged Outbuildings < 120 SQFT,# of Non Damaged Outbuildings < 120 SQFT,* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,APN (parcel),Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),GLOBALID,Latitude,Longitude,x,y
57547,No Damage,1498,Moranga,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Single Pane, , , ,Unknown,4377039008.0,2855247.0,1981.0,1498 MORAGA DR LOS ANGELES CA 90049,320349da-3b86-48d3-8356-742143cb0e09,34.0951533252736,-118.469189064031,-13187929.8013,4041585.9603
57548,No Damage,1494,Moranga,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4377039007.0,3008466.0,1987.0,1494 MORAGA DR LOS ANGELES CA 90049,ffbe8299-c062-4041-b23e-e3e10580f024,34.0949887911332,-118.468802531541,-13187886.7727,4041563.8426
57549,No Damage,1476,Moranga,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4377039012.0,3774931.0,1980.0,1488 MORAGA DR LOS ANGELES CA 90049,2490286b-37fa-4a7c-a27f-eff6729de99a,34.0943372543101,-118.468786262153,-13187884.9616,4041476.2594
57550,No Damage,1460,Moranga,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4377039004.0,1887518.0,1981.0,1460 MORAGA DR LOS ANGELES CA 90049,2cd9aa82-eb13-42af-bb67-7c6db23ed09b,34.0939150313229,-118.468773489906,-13187883.5398,4041419.5022
57551,No Damage,1323,Moranga,Drive,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4368002023.0,2122887.0,1983.0,1323 MORAGA DR LOS ANGELES CA 90049,f0570927-de1b-407a-aa42-326b948779cd,34.0902116998897,-118.469683211099,-13187984.8095,4040921.6951
57552,No Damage,1399,Moranga,Other,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,Unknown,4368003019.0,8942968.0,1996.0,1399 VISTA MORAGA LOS ANGELES CA 90049,e1d52911-204f-4b01-aac0-d3ece2f6e177,34.0894166329048,-118.467424757542,-13187733.3996,4040814.8239
57553,No Damage,1400,Moranga,Other,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Unknown,Not Applicable,Unknown,Unknown,Unknown, , , ,Unknown,4368003021.0,4359598.0,1988.0,1400 VISTA MORAGA LOS ANGELES CA 90049,112dadea-20aa-4bb4-8c7b-87dbcaeda924,34.0895406013006,-118.465391703865,-13187507.0811,4040831.4874
57554,No Damage,11645,Moranga,Lane,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Unknown,Not Applicable,Unknown,Unknown,Unknown, , , ,Unknown,4368002014.0,1556560.0,1982.0,11645 MORAGA LN LOS ANGELES CA 90049,32185ae3-3373-4117-96b7-015619f6f6e1,34.087365042118,-118.468027633997,-13187800.5115,4040539.0581
57555,No Damage,1358,casiano,Drive,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Multi Pane, , , ,Unknown,4368025007.0,557809.0,1959.0,1358 CASIANO RD LOS ANGELES CA 90049,24d82510-8323-495d-bd83-87c3d1badc18,34.0876245482319,-118.47186103547,-13188227.2438,4040573.9394
57556,No Damage,1366,casiano,Drive,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Multi Pane, , , ,Unknown,4368025028.0,355381.0,1957.0,1366 CASIANO RD LOS ANGELES CA 90049,7c48fdd9-c06a-464c-abb0-5d2094525fcf,34.0878512267998,-118.471875146207,-13188228.8146,4040604.4083
57557,No Damage,1378,casiano,Drive,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Multi Pane, , , ,Unknown,4368025029.0,330763.0,1959.0,1378 CASIANO RD LOS ANGELES CA 90049,ed77f063-b7df-49a2-b017-32a6fd7575b7,34.0880850698782,-118.471986038737,-13188241.1591,4040635.8403
57558,No Damage,1386,casiano,Drive,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Multi Pane, , , ,Unknown,4368025010.0,531030.0,1958.0,1386 CASIANO RD LOS ANGELES CA 90049,d9835c39-342c-4327-bb7d-7879485b4c4a,34.0883438774369,-118.472004524269,-13188243.2169,4040670.628
57559,No Damage,1392,casiano,Drive,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,Unknown,Fire Resistant,Multi Pane, , , ,Unknown,4368025021.0,518615.0,1963.0,1392 CASIANO RD LOS ANGELES CA 90049,012320e9-eaec-4cf4-b5ee-df97fab62334,34.0886287964323,-118.472061539441,-13188249.5638,4040708.9256
57560,No Damage,0,Casiano,Drive,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368025018.0,340818.0,1965.0,1357 CASIANO RD LOS ANGELES CA 90049,c891b97f-5727-4d42-97cc-f32fc4588c25,34.0875263890347,-118.472304927188,-13188276.6576,4040560.7454
57561,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377039003.0,1250714.0,1980.0,1444 MORAGA DR LOS ANGELES CA 90049,ed62e0ef-b1a2-4159-a0dc-a1debf8ddffc,34.0935716315797,-118.468636433045,-13187868.2827,4041373.341
57562,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377039002.0,1195446.0,1981.0,1432 MORAGA DR LOS ANGELES CA 90049,13cdd389-cdde-4996-b3b4-2de1a92ff651,34.0931947057373,-118.46857024787,-13187860.915,4041322.6733
57563,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377039001.0,612000.0,1982.0,1420 MORAGA DR LOS ANGELES CA 90049,4cf1196e-d8b4-4e12-81dd-09ba06da569b,34.092752530991,-118.4685828153,-13187862.314,4041263.2349
57564,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377039009.0,1143549.0,1980.0,1401 MORAGA DR LOS ANGELES CA 90049,440776b4-f044-40d7-aa8f-3b3f7402246f,34.0922746878429,-118.469116997586,-13187921.7789,4041199.0022
57565,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377039010.0,1919301.0,1979.0,1381 MORAGA DR LOS ANGELES CA 90049,ea08a2ab-05ec-4429-9496-b79506ee8787,34.0916575943001,-118.468970287429,-13187905.4472,4041116.0517
57566,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377039011.0,1200966.0,1986.0,1363 MORAGA DR LOS ANGELES CA 90049,95b39c7c-cbbd-4052-a278-431f46091198,34.091249398255,-118.46877726822,-13187883.9604,4041061.1818
57567,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368026011.0,155675.0,1963.0,1117 LINDA FLORA DR LOS ANGELES CA 90049,08f35414-17cc-4bdf-8105-2ea021e3121d,34.0898285247969,-118.466144165087,-13187590.8447,4040870.1894
57568,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002022.0,1681461.0,1982.0,1345 MORAGA DR LOS ANGELES CA 90049,3c713f65-074f-4291-8656-2094dfc14998,34.090761295867,-118.468950748173,-13187903.2721,4040995.5712
57569,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002021.0,1660551.0,1983.0,1290 MORAGA DR LOS ANGELES CA 90049,97c7351f-74c4-4bef-89b2-c303f2843d39,34.0896205670873,-118.469414033619,-13187954.8448,4040842.2362
57570,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368026009.0,2583346.0,1975.0,1125 LINDA FLORA DR LOS ANGELES CA 90049,48780930-2d5e-4f1a-ba9c-16ad8d7b1fed,34.0901985380087,-118.465745413712,-13187546.4559,4040919.9259
57571,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368003018.0,1856590.0,1988.0,1397 VISTA MORAGA LOS ANGELES CA 90049,93369ed7-8870-47fb-9545-1b37aaa6f7f6,34.0886702557801,-118.467263254827,-13187715.4212,4040714.4984
57572,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368003018.0,1856590.0,1988.0,1397 VISTA MORAGA LOS ANGELES CA 90049,94eb6be9-216a-4ab5-8c6d-601786f04656,34.0885945995972,-118.46782350712,-13187777.7882,4040704.329
57573,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368003017.0,3246783.0,1986.0,1345 VISTA MORAGA LOS ANGELES CA 90049,adc58a3d-f185-4b6d-bb9d-06f44a8b2c7f,34.0884215626257,-118.466742607458,-13187657.463,4040681.0701
57574,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002026.0,980050.0,1988.0,1315 VISTA MORAGA LOS ANGELES CA 90049,be16a4ad-2e12-4897-ac24-94b4bb935f3c,34.0877261660185,-118.467292104222,-13187718.6327,4040587.5983
57578,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002011.0,748757.0,1982.0,11615 MORAGA LN LOS ANGELES CA 90049,84b90c4f-a588-405b-a4c6-9cf14fdd632c,34.0862325964356,-118.46784480348,-13187780.1589,4040386.8426
57579,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002010.0,5298739.0,1999.0,11607 MORAGA LN LOS ANGELES CA 90049,eeb4ed49-2813-45a0-8e84-6e099601b92e,34.0860926365235,-118.468281362251,-13187828.7564,4040368.0303
57580,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Not Applicable,Unknown,Unknown,Unknown, , , ,Unknown,4368026008.0,243506.0,1962.0,1133 LINDA FLORA DR LOS ANGELES CA 90049,03428bde-215c-4719-b1b3-88a7ccea95ea,34.0903744147018,-118.465849264349,-13187558.0165,4040943.567
57581,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002009.0,1194339.0,1982.0,11601 MORAGA LN LOS ANGELES CA 90049,16e9f1f5-974b-46e4-a333-f8532d95e5e8,34.0862694613929,-118.468727750387,-13187878.4481,4040391.7977
57582,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002007.0,3246783.0,1985.0,11608 MORAGA LN LOS ANGELES CA 90049,ed718d24-9c7f-4561-b245-9793c101b332,34.0867014447945,-118.468289765092,-13187829.6918,4040449.8617
57583,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002008.0,10000000.0,2016.0,11630 MORAGA LN LOS ANGELES CA 90049,859dba97-117c-4963-942e-5f5c936747bd,34.086839630064,-118.467813772077,-13187776.7045,4040468.4356
57584,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368026007.0,443830.0,1962.0,1139 LINDA FLORA DR LOS ANGELES CA 90049,24633f31-ba0e-4140-b23f-cde6384a164d,34.0905814309607,-118.465909993157,-13187564.7768,4040971.3939
57585,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002016.0,2268687.0,1981.0,11681 MORAGA LN LOS ANGELES CA 90049,476459f0-6751-4a56-b188-7ffc2cefde66,34.0872731691761,-118.469169774507,-13187927.654,4040526.7091
57586,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002017.0,1403458.0,1981.0,1210 MORAGA DR LOS ANGELES CA 90049,cd7ed09e-d5f9-4e4f-b92f-832a67b53053,34.0872468206913,-118.469633089598,-13187979.23,4040523.1675
57593,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Fire Resistant,Enclosed,No Vents,Fire Resistant,Multi Pane, , , ,Unknown,4368003005.0,1491471.0,1993.0,1073 LINDA FLORA DR LOS ANGELES CA 90049,de43c266-4db8-4d15-9a26-eb92ffe5ef5d,34.0890566083415,-118.464941634433,-13187456.9796,4040766.4305
57594,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368026006.0,3725900.0,2008.0,1143 LINDA FLORA DR LOS ANGELES CA 90049,59d21fb5-af4c-44c6-b7d1-5af697dfbc02,34.0908163667852,-118.465899504428,-13187563.6092,4041002.9738
57595,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002018.0,3506449.0,2002.0,1244 MORAGA DR LOS ANGELES CA 90049,393a8f5b-41c2-4734-add5-b0fdcef65be9,34.0882121150222,-118.469393273553,-13187952.5338,4040652.9171
57596,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002019.0,726233.0,1979.0,1256 MORAGA DR LOS ANGELES CA 90049,1e9dd979-a6d0-44b5-99a7-272e15cfabbe,34.0887932491962,-118.469405540048,-13187953.8993,4040731.0307
57597,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002020.0,1596393.0,1979.0,1262 MORAGA DR LOS ANGELES CA 90049,eaefcdad-98ca-4c38-ac0c-ce897818bb88,34.0891797470113,-118.469313750193,-13187943.6813,4040782.9824
57598,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377020007.0,1385053.0,1962.0,1239 LINDA FLORA DR LOS ANGELES CA 90049,e03ec45d-7ab5-449e-996b-030f757298d0,34.093135163922,-118.466117203052,-13187587.8433,4041314.6695
57599,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368002024.0,1453297.0,1982.0,1119 MORAGA DR LOS ANGELES CA 90049,ee987fa6-b2f9-4090-94f4-0ae7df1928b5,34.0873235813871,-118.470307564476,-13188054.3122,4040533.4852
57600,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377020019.0,1177494.0,2003.0,1301 LINDA FLORA DR LOS ANGELES CA 90049,96ac94c0-4a05-4e03-9482-6d7c605f0d9e,34.0936032933723,-118.466033134216,-13187578.4848,4041377.5971
57601,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368027007.0,236357.0,1957.0,1344 CASIANO RD LOS ANGELES CA 90049,a6daa8fe-f3b2-4f17-bc8b-3333d3681034,34.0871213505763,-118.471859364604,-13188227.0578,4040506.3026
57602,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368025019.0,452705.0,1961.0,1349 CASIANO RD LOS ANGELES CA 90049,80b81472-f85f-4457-9f0d-8e503eda803e,34.0873154713625,-118.472306766039,-13188276.8623,4040532.3951
57603,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368027008.0,166656.0,1959.0,1345 CASIANO RD LOS ANGELES CA 90049,b9a04220-14b7-4fc1-8eb6-6737f5ee353a,34.0871010736051,-118.47235110239,-13188281.7978,4040503.5771
57612,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368001015.0,4851930.0,1963.0,1340 N SEPULVEDA BLVD LOS ANGELES CA 90049,65289c3e-a38d-4dc5-8f75-fe012bba2eb4,34.0878484175841,-118.474107739962,-13188477.3458,4040604.0307
57613,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368001015.0,4851930.0,1963.0,1340 N SEPULVEDA BLVD LOS ANGELES CA 90049,1c00f3e2-42ae-4008-be6f-3543e580f4f9,34.0874101758081,-118.473943644709,-13188459.0788,4040545.1247
57614,No Damage,0, ,Unknown,Unknown,Los Angeles ,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4368001015.0,4851930.0,1963.0,1340 N SEPULVEDA BLVD LOS ANGELES CA 90049,2fb1b253-4635-43d5-9d47-1d3d5c07e384,34.0871724815547,-118.473921413202,-13188456.604,4040513.1753
57615,No Damage,0, ,Unknown,Unknown,Los Angeles,CA,0.0,LAC,Los Angeles,Skirball,CALFD 030179,2017-12-06 00:00:00,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,Unknown,4377020014.0,112200.0,1962.0,1341 LINDA FLORA DR LOS ANGELES CA 90049,0d650238-ab5e-4024-a895-777869649104,34.0946302773368,-118.465973461827,-13187571.8421,4041515.6491
