OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)","Street Suffix (e.g. apt. 23, blding C)",* City,State,Zip Code,* CAL FIRE Unit,County,* Incident Name,Incident Number (e.g. CAAEU 123456),Incident Start Date,Hazard Type,If Affected 1-9% - Where did fire start?,If Affected 1-9% - What started fire?,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),# of Damaged Outbuildings < 120 SQFT,# of Non Damaged Outbuildings < 120 SQFT,* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,APN (parcel),Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),GLOBALID,Latitude,Longitude,x,y
127194,No Damage,3383,Mandeville Canyon,Road,Blding B,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,4491006011.0,447205.0,1961.0,"3383 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",4ee8604b-0596-4618-a3e3-3704bea658b4,34.1050315,-118.5042621,-13191834.1161,4042913.9225
127258,No Damage,2674,Cordelia,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,4492023009.0,197299.0,1968.0,"2674 CORDELIA RD, LOS ANGELES, CA 90049",97018e90-bf18-441e-acbb-401d7eeb1928,34.0845384,-118.5081388,-13192265.6641,4040159.119
127265,No Damage,3383,Mandeville Canyon,Road,Blding A,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4491006011.0,447205.0,1961.0,"3383 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",506d2f24-a3d6-4ef0-bbd6-40bb9eba4387,34.1049839,-118.5040404,-13191809.436,4042907.5308
127266,No Damage,1781,Old Ranch,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,4432008016.0,168525.0,1951.0,"1781 OLD RANCH RD, LOS ANGELES, CA 90049",2f649aaf-e770-419b-8a71-40f1de54d934,34.0653188,-118.5003164,-13191394.8811,4037576.1218
127285,No Damage,3439,Mandeville Canyon ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Combination of Actions,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,4491006001.0,578147.0,1955.0,"3439 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",ad966c77-53a9-48e1-a3fc-42be2984528a,34.1076457,-118.502515,-13191639.626,4043265.3893
127300,No Damage,3227,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Tile,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,4491008021.0,1786958.0,1975.0,"3227 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",a27af7bb-d2d3-417a-a539-453359e32d9d,34.1011766,-118.5037585,-13191778.0572,4042395.6782
127308,No Damage,2538,La Condesa,Drive,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Other,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,4492019003.0,1422244.0,2016.0,"2538 LA CONDESA DR, LOS ANGELES, CA 90049",bd4fcf52-2606-40bf-ab37-45f90ecff3cc,34.0810056,-118.5104742,-13192525.6361,4039684.298
127343,No Damage,2625,Westridge ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Unknown,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,4492022003.0,146250.0,1968.0,"2625 WESTRIDGE RD, LOS ANGELES, CA 90049",9b4a776b-1a5a-47b9-b1dd-4a59f62d50a4,34.0843083,-118.5093878,-13192404.7035,4040128.1929
127354,No Damage,2631,Westridge,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,4492022004.0,1031853.0,1971.0,"2631 WESTRIDGE RD, LOS ANGELES, CA 90049",98c31f67-47d9-44bf-a4ab-4b873ac822ef,34.0845222,-118.5093615,-13192401.7736,4040156.941
127375,No Damage,3652,Mandeville Canyon ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4490020016.0,199864.0,1956.0,"3652 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",416176f3-533e-47fd-8b64-4f540ba76ba1,34.1158349,-118.5018737,-13191568.2435,4044366.4443
127385,No Damage,2669,Mandeville Canyon,Road,Blding B,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Wood,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,4492029012.0,694181.0,1953.0,"2669 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",61cacb81-c666-4161-9dfe-505da6e784ed,34.0866455,-118.504372,-13191846.3429,4040442.3475
127413,No Damage,2785,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,4492030003.0,278142.0,1953.0,"2785 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",b8097f6e-dc9c-4d44-ba6a-533a24eb548a,34.090159,-118.5039989,-13191804.8091,4040914.6063
127423,No Damage,3301,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,4491008025.0,644421.0,1975.0,"3301 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",720335b4-d979-4e8a-8abe-54a082cdb0aa,34.1028839,-118.5041095,-13191817.1239,4042625.2066
127429,No Damage,1776,Old Ranch,Road,Blding B,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,4432012019.0,769154.0,1954.0,"1776 OLD RANCH RD, LOS ANGELES, CA 90049",3c4f68fc-2488-46e3-93ea-573bdd1415cd,34.0656402,-118.4998243,-13191340.1044,4037619.31
127486,No Damage,3131,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,4491008013.0,1007618.0,1973.0,"3131 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",1e1b2b0e-d744-4b1a-9eb7-5f180839b4e6,34.100071,-118.5035612,-13191756.093,4042247.0384
127494,No Damage,2654,Cordelia ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,4492023013.0,700919.0,1968.0,"2654 CORDELIA RD, LOS ANGELES, CA 90049",d4ad0012-7cc3-4499-8420-5f9a96ea9253,34.0850036,-118.5075358,-13192198.5371,4040221.6563
127496,No Damage,2767,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,4492030002.0,832320.0,1953.0,"2767 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",e53b6d45-d842-4a85-a3a6-5fba55b999af,34.0899275,-118.504035,-13191808.832,4040883.4932
127497,No Damage,3311,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,4491008032.0,947949.0,1956.0,"3311 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",b4360c4f-dc22-481e-997e-5fde52d6a9a1,34.1031583,-118.5041817,-13191825.1682,4042662.0875
127511,No Damage,2550,La Condesa,Drive,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Combination of Actions,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4492019001.0,853128.0,1969.0,"2550 LA CONDESA DR, LOS ANGELES, CA 90049",6ce7c706-f2d8-4c1c-856a-617a75eeafe2,34.0813467,-118.5108521,-13192567.7087,4039730.1427
127531,No Damage,2611,Westridge,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,4492022001.0,337438.0,1971.0,"2611 WESTRIDGE RD, LOS ANGELES, CA 90049",b95bf6ac-79aa-430a-bf84-641960ca5c6a,34.0839312,-118.5096296,-13192431.6215,4040077.5161
127534,No Damage,1780,Old Ranch,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,4432011012.0,826776.0,1991.0,"1780 OLD RANCH RD, LOS ANGELES, CA 90049",4ceddfd4-e7dc-4dd2-a43e-642a9b0b6f8c,34.0659499,-118.5000945,-13191370.1828,4037660.9225
127539,No Damage,3646,Mandeville Canyon ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4490020015.0,219152.0,1956.0,"3646 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",198376fb-f663-4b5c-ba4b-64b49bcb883e,34.1156096,-118.5017489,-13191554.3445,4044336.1482
127571,No Damage,1759,Old Ranch,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4432007026.0,2041270.0,1951.0,"1759 OLD RANCH RD, LOS ANGELES, CA 90049",b6ebf072-c536-439e-a840-699a3b1e0e39,34.0644212,-118.4991885,-13191269.326,4037455.5017
127588,No Damage,3387,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,4491006013.0,471299.0,1961.0,"3387 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",c7c293b8-63a4-45d2-acdb-6b499ad788d8,34.1047701,-118.5037215,-13191773.9341,4042878.7846
127591,No Damage,3640,Mandeville Canyon ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,4490020014.0,320443.0,1956.0,"3640 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",bf247605-7bc6-45db-badc-6b8fa9376209,34.1155401,-118.5014023,-13191515.7638,4044326.8124
127594,No Damage,3423,Mandeville Canyon ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Combination of Actions,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4491006005.0,736017.0,1955.0,"3423 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",8531420c-395f-44ac-91f8-6c2470d9c79c,34.1067791,-118.50278,-13191669.1293,4043148.8807
127596,No Damage,1776,Old Ranch,Road,Blding A,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Tile,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4432012019.0,769154.0,1954.0,"1776 OLD RANCH RD, LOS ANGELES, CA 90049",7a8d69d9-94a5-4063-a4f7-6c74ba68ffa5,34.0655016,-118.4996578,-13191321.5683,4037600.687
127624,No Damage,3349,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4491007005.0,648982.0,1961.0,"3349 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",a16448f2-6b18-4098-bd11-6ff1ac1b9614,34.10412,-118.5043368,-13191842.4309,4042791.376
127631,No Damage,2909,Mandeville Canyon,Road,Blding C,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,4491010009.0,520200.0,1955.0,"2909 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",4fa7c4ec-101b-47fc-b9e8-705c00a240fb,34.092513,-118.5040346,-13191808.7878,4041231.0329
127638,No Damage,3670,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Other,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4490020019.0,266293.0,1956.0,"3670 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",fa5fa1d6-431d-45c3-bdbe-718ecdd876bc,34.1166608,-118.5020298,-13191585.6117,4044477.5029
127642,No Damage,3275,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,4491008030.0,965302.0,2001.0,"3275 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",baec8565-3fa0-4967-a977-71c3c96d73b9,34.102218,-118.504528,-13191863.7115,4042535.6724
127656,No Damage,1787,Old Ranch,Road,Blding B,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Metal,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,4432008017.0,1458600.0,1977.0,"1787 OLD RANCH RD, LOS ANGELES, CA 90049",6bf2cb48-cc30-48ae-9bb9-733cf5bfee06,34.0658498,-118.5005643,-13191422.473,4037647.4766
127665,No Damage,1835,Old Ranch,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Metal,Unenclosed,Unknown,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,4432009014.0,1071612.0,1957.0,"1835 OLD RANCH RD, LOS ANGELES, CA 90049",5b786d0b-d09a-4e54-94d5-7427d4a14cb9,34.0683676,-118.5036061,-13191761.093,4037985.8245
127721,No Damage,2641,Westridge,Road,Blding B,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Combination of Actions,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,4492022006.0,447952.0,1968.0,"2641 WESTRIDGE RD, LOS ANGELES, CA 90049",ed50a533-b3f1-4c7e-8914-7b8a3e5f7a10,34.0851924,-118.509456,-13192412.2919,4040247.0279
127732,No Damage,1808,Old Ranch,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,4432011022.0,144661.0,1959.0,"1808 OLD RANCH RD, LOS ANGELES, CA 90049",162d1183-7657-402a-b96a-7ca2a9e18d7d,34.0673881,-118.502169,-13191601.1061,4037854.1949
127735,No Damage,3404,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,4490023005.0,507972.0,1959.0,"3404 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",99c0b755-f238-451c-81ad-7cebb6839dc6,34.1056361,-118.5027944,-13191670.7266,4042995.2116
127738,No Damage,3401,Mandeville Canyon ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Combination of Actions,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,4491006016.0,307941.0,1956.0,"3401 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",d9029821-3447-4ad1-a0b0-7d6036088039,34.1053675,-118.5033987,-13191737.9968,4042959.1024
127750,No Damage,2651,Westridge ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Hand Crew Fuel Break,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,4492022008.0,239245.0,1971.0,"2651 WESTRIDGE RD, LOS ANGELES, CA 90049",e1471557-5957-495c-bddc-7ec7aa7be256,34.0852992,-118.5092328,-13192387.4527,4040261.3836
127758,No Damage,2673,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Enclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,4492029009.0,324996.0,1948.0,"2673 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",c3b472d0-02b3-4ed1-841b-7fcde54ca2c9,34.0870634,-118.5043581,-13191844.8028,4040498.5193
127759,No Damage,3281,Mandeville Canyon,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,4491008031.0,1154613.0,2014.0,"3281 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",ab218350-f58f-4195-9c98-7fe6a90f783b,34.1023768,-118.5045796,-13191869.4564,4042557.0214
127776,No Damage,3427,Mandeville Canyon ,Road,Blding B,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Combination of Actions,Utility Misc Structure,Other Minor Structure,4.0,0.0,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,4491006004.0,430106.0,1961.0,"3427 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",2d7fdfe3-fcac-479c-8e85-82fe24f163e1,34.1070669,-118.5027789,-13191669.009,4043187.5722
127786,No Damage,2637,Westridge,Road,Blding A,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Multi Story,Single Residence,4.0,0.0,1.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,4492022005.0,677388.0,1969.0,"2637 WESTRIDGE RD, LOS ANGELES, CA 90049",21bffd33-3549-444a-885c-84c0aee20828,34.0847625,-118.5093749,-13192403.2652,4040189.2489
127788,No Damage,3417,Merrimac ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Unknown,Single Family Residence Single Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,4490023002.0,265596.0,1955.0,"3417 MERRIMAC RD, LOS ANGELES, CA 90049",3ac42d40-2933-42ba-8f47-850652619119,34.1057491,-118.5024129,-13191628.2666,4043010.3941
127795,No Damage,3391,Mandeville Canyon ,Road,Unknown,Los Angeles,CA,90049.0,LAC,Los Angeles,Palisades,CALFD 000738,2025-01-07 08:02:01,Fire,Unknown,Unknown,Fire Retardant Drop,Single Family Residence Multi Story,Single Residence,4.0,0.0,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,4491006015.0,517911.0,1959.0,"3391 MANDEVILLE CANYON RD, LOS ANGELES, CA 90049",493879a6-90ca-4a75-91ce-856ef1237cb6,34.1051266,-118.5035201,-13191751.5135,4042926.7159
