0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
99.5,d_19281201,0.5,0,0,0,0,0,0,0,0,0,0
97.3,d_19290101,2.7,0,0,0,0,0,0,0,0,0,0
5.1,d_19290201,94.9,20.5,0,0,0,0,0,0,0,0,0
3,d_19290301,97.1,33.4,0,0,0,0,0,0,0,0,0
37,d_19290401,63,6.7,0,0,0,0,0,0,0,0,0
18.4,d_19290501,81.6,9.9,0,0,0,0,0,0,0,0,0
28.9,d_19290601,71.2,3.2,0,0,0,0,0,0,0,0,0
43.4,d_19290701,56.6,1.1,0,0,0,0,0,0,0,0,0
50.8,d_19290801,49.2,3.3,0,0,0,0,0,0,0,0,0
51.6,d_19290901,48.4,1,0,0,0,0,0,0,0,0,0
63.7,d_19291001,36.4,3.4,0,0,0,0,0,0,0,0,0
40.9,d_19291101,59.1,10.3,0,0,0,0,0,0,0,0,0
0,d_19291201,100.1,100.1,41.1,5.1,0.2,0,0,0,0,0,0
77,d_19300101,23,2.9,0,0,0,0,0,0,0,0,0
10.4,d_19300201,89.6,57.6,0,0,0,0,0,0,0,0,0
56.9,d_19300301,43.1,4.2,0,0,0,0,0,0,0,0,0
41.4,d_19300401,58.6,8.4,0,0,0,0,0,0,0,0,0
77.6,d_19300501,22.3,0.2,0,0,0,0,0,0,0,0,0
71.8,d_19300601,28.2,0.2,0,0,0,0,0,0,0,0,0
91,d_19300701,9,0,0,0,0,0,0,0,0,0,0
100,d_19300801,0,0,0,0,0,0,0,0,0,0,0
80.8,d_19300901,0,0,0,0,0,0,19.1,1,0,0,0
99,d_19301001,0,0,0,0,0,0,1,0,0,0,0
9.5,d_19301101,0,0,0,0,0,0,90.5,18.2,0.7,0,0
52.5,d_19301201,47.5,1.7,0,0,0,0,0,0,0,0,0
98.3,d_19310101,1.7,0,0,0,0,0,0,0,0,0,0
92.2,d_19310201,7.8,0,0,0,0,0,0,0,0,0,0
37.2,d_19310301,62.8,18.2,0,0,0,0,0,0,0,0,0
87.2,d_19310401,12.8,0,0,0,0,0,0,0,0,0,0
90.9,d_19310501,9.1,0,0,0,0,0,0,0,0,0,0
94.2,d_19310601,5.8,0,0,0,0,0,0,0,0,0,0
99.8,d_19310701,0.2,0,0,0,0,0,0,0,0,0,0
99.8,d_19310801,0.2,0,0,0,0,0,0,0,0,0,0
100,d_19310901,0,0,0,0,0,0,0,0,0,0,0
99.5,d_19311001,0,0,0,0,0,0,0.5,0,0,0,0
83.9,d_19311101,0.7,0,0,0,0,0,15.4,2.9,0,0,0
0,d_19311201,0,0,0,0,0,0,100,100,92.8,66.6,1.9
0,d_19320101,0,0,0,0,0,0,100,84.5,0,0,0
0,d_19320201,0,0,0,0,0,0,99.9,99.9,31.4,11.2,0
1,d_19320301,0,0,0,0,0,0,99.1,37.8,0,0,0
11.2,d_19320401,0,0,0,0,0,0,88.9,27.3,0,0,0
23.2,d_19320501,0,0,0,0,0,0,76.8,21.5,0,0,0
19,d_19320601,0,0,0,0,0,0,81,24.4,0,0,0
3.4,d_19320701,0,0,0,0,0,0,96.6,30.4,0,0,0
35,d_19320801,0,0,0,0,0,0,65,15.5,0,0,0
82,d_19320901,0,0,0,0,0,0,18,2.1,0,0,0
73,d_19321001,0,0,0,0,0,0,27.1,13.4,0,0,0
0,d_19321101,100,99.9,87.9,77.5,58.3,0,0,0,0,0,0
10.9,d_19321201,89.1,68.1,5.5,0.4,0,0,0,0,0,0,0
12.3,d_19330101,0,0,0,0,0,0,87.7,16.9,0,0,0
100,d_19330201,0,0,0,0,0,0,0,0,0,0,0
70.9,d_19330301,29.1,0,0,0,0,0,0,0,0,0,0
49.7,d_19330401,50.2,3.6,0,0,0,0,0,0,0,0,0
45.9,d_19330501,54.1,2.1,0,0,0,0,0,0,0,0,0
50.7,d_19330601,49.4,0.2,0,0,0,0,0,0,0,0,0
62.8,d_19330701,37.2,0,0,0,0,0,0,0,0,0,0
100,d_19330801,0,0,0,0,0,0,0,0,0,0,0
100,d_19330901,0,0,0,0,0,0,0,0,0,0,0
0,d_19331001,100,100,98.8,80.2,5.2,0,0,0,0,0,0
0,d_19331101,100,100,82.3,65.7,0,0,0,0,0,0,0
52.5,d_19331201,0,0,0,0,0,0,47.4,18.3,0,0,0
39.3,d_19340101,0,0,0,0,0,0,60.7,36.4,0,0,0
66.7,d_19340201,0.6,0,0,0,0,0,32.7,3.6,0,0,0
76.1,d_19340301,23.9,4.7,0,0,0,0,0,0,0,0,0
63,d_19340401,37,15.9,0.2,0,0,0,0,0,0,0,0
49.9,d_19340501,50.1,27.6,1.8,0,0,0,0,0,0,0,0
57.5,d_19340601,42.5,19.5,0.1,0,0,0,0,0,0,0,0
60.1,d_19340701,39.9,18.6,0.2,0,0,0,0,0,0,0,0
77.3,d_19340801,22.7,1.9,0,0,0,0,0,0,0,0,0
32.7,d_19340901,67.2,42.9,2,0,0,0,0,0,0,0,0
48,d_19341001,52,0.8,0,0,0,0,0,0,0,0,0
93.3,d_19341101,4.2,0,0,0,0,0,2.5,0,0,0,0
0,d_19341201,0,0,0,0,0,0,100,99.1,13.7,0,0
0,d_19350101,0,0,0,0,0,0,100,97.1,6.8,0,0
11.5,d_19350201,0,0,0,0,0,0,88.5,43.7,0,0,0
16.4,d_19350301,0,0,0,0,0,0,83.6,27.4,0,0,0
9.1,d_19350401,0,0,0,0,0,0,90.9,67.2,0,0,0
11.6,d_19350501,0,0,0,0,0,0,88.4,54.2,0,0,0
11.6,d_19350601,0,0,0,0,0,0,88.4,54.7,0,0,0
34.7,d_19350701,0,0,0,0,0,0,65.3,5.7,0,0,0
46.7,d_19350801,0,0,0,0,0,0,53.3,3.7,0,0,0
94.1,d_19350901,0,0,0,0,0,0,5.9,0,0,0,0
98.3,d_19351001,0,0,0,0,0,0,1.7,0,0,0,0
77,d_19351101,0,0,0,0,0,0,22.9,11.2,0,0,0
65.5,d_19351201,34.5,0.8,0,0,0,0,0,0,0,0,0
0,d_19360101,100,100,86.8,30.7,0,0,0,0,0,0,0
99,d_19360201,1,0,0,0,0,0,0,0,0,0,0
91.9,d_19360301,8,0.3,0,0,0,0,0,0,0,0,0
80.1,d_19360401,19.9,0.8,0,0,0,0,0,0,0,0,0
52.1,d_19360501,47.9,9.5,0,0,0,0,0,0,0,0,0
57.1,d_19360601,42.9,6.1,0,0,0,0,0,0,0,0,0
71.2,d_19360701,28.7,2,0,0,0,0,0,0,0,0,0
94,d_19360801,6.1,0.2,0,0,0,0,0,0,0,0,0
99.8,d_19360901,0.2,0,0,0,0,0,0,0,0,0,0
5.9,d_19361001,0,0,0,0,0,0,94.1,47.1,0,0,0
36,d_19361101,64,4.9,0,0,0,0,0,0,0,0,0
0,d_19361201,0,0,0,0,0,0,100.1,99.3,32.7,1.3,0
0.4,d_19370101,0,0,0,0,0,0,99.6,64.4,5.1,0,0
0,d_19370201,0,0,0,0,0,0,100,95,34.6,2.4,0
0,d_19370301,0,0,0,0,0,0,99.9,99.6,59.7,4.2,0
0,d_19370401,0,0,0,0,0,0,100,95.1,29.1,0.8,0
0,d_19370501,0,0,0,0,0,0,100.1,94.3,35,1,0
0,d_19370601,0,0,0,0,0,0,100,95.1,40.5,1.2,0
0,d_19370701,0,0,0,0,0,0,100,91.5,26.2,0.4,0
0,d_19370801,0,0,0,0,0,0,99.9,96.8,43.8,3.9,0
10.9,d_19370901,0,0,0,0,0,0,89.1,28.8,0,0,0
2.7,d_19371001,0,0,0,0,0,0,97.2,34.5,2.8,0,0
100,d_19371101,0,0,0,0,0,0,0,0,0,0,0
33.4,d_19371201,66.6,7.1,1,0,0,0,0,0,0,0,0
35.8,d_19380101,64.2,2.5,0.4,0,0,0,0,0,0,0,0
57.3,d_19380201,0,0,0,0,0,0,42.7,0,0,0,0
0,d_19380301,0,0,0,0,0,0,100,98.8,49.9,0.6,0
0,d_19380401,0,0,0,0,0,0,99.9,98.4,31.6,0.1,0
0,d_19380501,0,0,0,0,0,0,100,98.7,35.9,0.5,0
0,d_19380601,0,0,0,0,0,0,100,98.7,40,0.5,0
0,d_19380701,0,0,0,0,0,0,100,100,67.7,3.8,0
0,d_19380801,0,0,0,0,0,0,100,100,82.1,27.5,0
0,d_19380901,0,0,0,0,0,0,100,100,76.4,20.5,0
0,d_19381001,0,0,0,0,0,0,100,100,100,85.5,19.3
0,d_19381101,0,0,0,0,0,0,100,97.1,60.3,16.7,0
2.5,d_19381201,0,0,0,0,0,0,97.4,78.4,11.2,0,0
8.9,d_19390101,0,0,0,0,0,0,91.1,37.2,0,0,0
78.8,d_19390201,0,0,0,0,0,0,21.2,4.4,0,0,0
83.6,d_19390301,0,0,0,0,0,0,16.4,4.8,0,0,0
87.2,d_19390401,0,0,0,0,0,0,12.7,0.3,0,0,0
89.3,d_19390501,0.3,0,0,0,0,0,10.4,0,0,0,0
90.4,d_19390601,0.1,0,0,0,0,0,9.5,0,0,0,0
86.5,d_19390701,0,0,0,0,0,0,13.5,2.2,0,0,0
78.5,d_19390801,0,0,0,0,0,0,21.4,9,0,0,0
91.3,d_19390901,8.7,0,0,0,0,0,0,0,0,0,0
55.7,d_19391001,44.3,5,0,0,0,0,0,0,0,0,0
46.3,d_19391101,51.1,21,0,0,0,0,2.6,0,0,0,0
26.1,d_19391201,74,59.9,0.2,0,0,0,0,0,0,0,0
100,d_19400101,0,0,0,0,0,0,0,0,0,0,0
87.9,d_19400201,0,0,0,0,0,0,12.1,0,0,0,0
100,d_19400301,0,0,0,0,0,0,0,0,0,0,0
99,d_19400401,0,0,0,0,0,0,1,0,0,0,0
99.5,d_19400501,0,0,0,0,0,0,0.5,0,0,0,0
95.9,d_19400601,4.1,0,0,0,0,0,0,0,0,0,0
99.6,d_19400701,0.1,0,0,0,0,0,0.3,0,0,0,0
97.5,d_19400801,0,0,0,0,0,0,2.5,0,0,0,0
73.7,d_19400901,0,0,0,0,0,0,26.2,1.5,0,0,0
85.9,d_19401001,0,0,0,0,0,0,14.1,2.9,0,0,0
64.3,d_19401101,35.7,0,0,0,0,0,0,0,0,0,0
0,d_19401201,0,0,0,0,0,0,100.1,89.7,41.4,3,0
0.7,d_19410101,0,0,0,0,0,0,99.2,42.4,0.8,0.1,0
0,d_19410201,0,0,0,0,0,0,100,100,78.6,36.8,0.3
0,d_19410301,0,0,0,0,0,0,99.9,99.9,99.9,98.3,49
0,d_19410401,0,0,0,0,0,0,100,100,100,100,84
0,d_19410501,0,0,0,0,0,0,100,100,100,100,87.5
0,d_19410601,0,0,0,0,0,0,100,100,100,100,87.8
0,d_19410701,0,0,0,0,0,0,100,100,100,100,85.5
0,d_19410801,0,0,0,0,0,0,100,100,100,100,90.1
0,d_19410901,0,0,0,0,0,0,100,100,100,98.3,22.2
0,d_19411001,0,0,0,0,0,0,100,100,100,100,98.8
0,d_19411101,0,0,0,0,0,0,100,100,100,100,88.9
0,d_19411201,0,0,0,0,0,0,100,100,96.1,42.1,4
87.5,d_19420101,0,0,0,0,0,0,12.5,2.4,0,0,0
85.7,d_19420201,14.3,0,0,0,0,0,0,0,0,0,0
44.7,d_19420301,55.2,2.1,0,0,0,0,0,0,0,0,0
88.5,d_19420401,11.5,0,0,0,0,0,0,0,0,0,0
71.8,d_19420501,28.2,0,0,0,0,0,0,0,0,0,0
78.1,d_19420601,21.9,0,0,0,0,0,0,0,0,0,0
23.8,d_19420701,76.1,18,0,0,0,0,0,0,0,0,0
80.9,d_19420801,19.1,0,0,0,0,0,0,0,0,0,0
0,d_19420901,100,86.5,0.3,0,0,0,0,0,0,0,0
66,d_19421001,34,0.2,0,0,0,0,0,0,0,0,0
89.3,d_19421101,10.7,0,0,0,0,0,0,0,0,0,0
95,d_19421201,5,0,0,0,0,0,0,0,0,0,0
0.2,d_19430101,0,0,0,0,0,0,99.8,92.4,28.8,0,0
3.7,d_19430201,0,0,0,0,0,0,96.2,86.9,11.3,0,0
2.5,d_19430301,0,0,0,0,0,0,97.5,89,29.3,0,0
3.2,d_19430401,0,0,0,0,0,0,96.8,87.2,29.3,0,0
4.9,d_19430501,0,0,0,0,0,0,95.2,84.5,7.8,0,0
4.4,d_19430601,0,0,0,0,0,0,95.6,84.8,8.8,0,0
4,d_19430701,0,0,0,0,0,0,96,84.8,9.7,0,0
1,d_19430801,0,0,0,0,0,0,99,91.2,26,0,0
0,d_19430901,0,0,0,0,0,0,99.9,95.9,64.5,10,0
63.8,d_19431001,0,0,0,0,0,0,36.2,0.7,0,0,0
92.5,d_19431101,1.7,0,0,0,0,0,5.8,0,0,0,0
1.2,d_19431201,0,0,0,0,0,0,98.8,87,34.9,15.1,0.5
55.5,d_19440101,0,0,0,0,0,0,44.5,23.8,1.4,0,0
0,d_19440201,0,0,0,0,0,0,99.9,99.9,42.3,23.2,6.6
0,d_19440301,0,0,0,0,0,0,100,94.2,32.5,13.7,1.4
0,d_19440401,0,0,0,0,0,0,99.9,87.7,27.1,11.7,0.8
0,d_19440501,0,0,0,0,0,0,100,79.5,26.1,12.6,1
0,d_19440601,0,0,0,0,0,0,100,80.4,26,11.3,0.2
0,d_19440701,0,0,0,0,0,0,100.1,93.2,29.3,13,1.4
0,d_19440801,0,0,0,0,0,0,100,99.3,36,15.1,2.1
35.5,d_19440901,0,0,0,0,0,0,64.5,14.5,0,0,0
0.3,d_19441001,0,0,0,0,0,0,99.7,74.9,6.8,0,0
8,d_19441101,0,0,0,0,0,0,91.9,33.7,0,0,0
62.2,d_19441201,0,0,0,0,0,0,37.8,0.7,0,0,0
95.4,d_19450101,4.6,0,0,0,0,0,0,0,0,0,0
99.4,d_19450201,0.6,0,0,0,0,0,0,0,0,0,0
97.5,d_19450301,0,0,0,0,0,0,2.5,0,0,0,0
98.6,d_19450401,0,0,0,0,0,0,1.4,0,0,0,0
98.3,d_19450501,0.8,0,0,0,0,0,0.9,0,0,0,0
98.9,d_19450601,0.2,0,0,0,0,0,0.9,0,0,0,0
97.2,d_19450701,0,0,0,0,0,0,2.8,0,0,0,0
40.5,d_19450801,59.5,3.8,0,0,0,0,0,0,0,0,0
98.3,d_19450901,1.3,0,0,0,0,0,0.4,0,0,0,0
67.1,d_19451001,0,0,0,0,0,0,32.9,4.6,0,0,0
86.7,d_19451101,0,0,0,0,0,0,13.3,0.2,0,0,0
28.4,d_19451201,0,0,0,0,0,0,71.6,31.1,0.4,0,0
98.2,d_19460101,0,0,0,0,0,0,1.8,0.2,0,0,0
83.4,d_19460201,16.6,0,0,0,0,0,0,0,0,0,0
97.6,d_19460301,0,0,0,0,0,0,2.4,0,0,0,0
97.9,d_19460401,0.2,0,0,0,0,0,1.9,0,0,0,0
95.4,d_19460501,4.6,0,0,0,0,0,0,0,0,0,0
96.7,d_19460601,3.3,0,0,0,0,0,0,0,0,0,0
93.1,d_19460701,6.3,0,0,0,0,0,0.6,0,0,0,0
97.6,d_19460801,0,0,0,0,0,0,2.4,0,0,0,0
37.5,d_19460901,62.4,13.6,0,0,0,0,0,0,0,0,0
96.7,d_19461001,0.7,0,0,0,0,0,2.6,0,0,0,0
0,d_19461101,0,0,0,0,0,0,99.9,99.9,93.3,55.4,2.1
0,d_19461201,0,0,0,0,0,0,100,100,96.3,52.2,0
1,d_19470101,0,0,0,0,0,0,99,66.8,0.2,0,0
88.5,d_19470201,0,0,0,0,0,0,11.5,0,0,0,0
98.6,d_19470301,0,0,0,0,0,0,1.4,0,0,0,0
99,d_19470401,1,0,0,0,0,0,0,0,0,0,0
98.1,d_19470501,1.9,0,0,0,0,0,0,0,0,0,0
99,d_19470601,1,0,0,0,0,0,0,0,0,0,0
99,d_19470701,1,0,0,0,0,0,0,0,0,0,0
0,d_19470801,100,86,25.6,1.1,0,0,0,0,0,0,0
0,d_19470901,100,100,99.3,74.1,5,0,0,0,0,0,0
0,d_19471001,100,100,88.4,37.7,0,0,0,0,0,0,0
0,d_19471101,100,98.8,88.8,63.3,10.4,0,0,0,0,0,0
16.8,d_19471201,83.3,73.9,11,0.6,0,0,0,0,0,0,0
0,d_19480101,100,94.9,71.2,32.5,0,0,0,0,0,0,0
0,d_19480201,100,93.4,68.7,49.5,3.2,0,0,0,0,0,0
0,d_19480301,100,84.7,50.9,9.9,0,0,0,0,0,0,0
1,d_19480401,99,84,34.7,0.5,0,0,0,0,0,0,0
0,d_19480501,100,92,48.2,8.3,0,0,0,0,0,0,0
2,d_19480601,97.9,85.6,41,4.4,0,0,0,0,0,0,0
2.6,d_19480701,97.4,79.8,32.6,1.4,0,0,0,0,0,0,0
12.2,d_19480801,87.8,57.3,0,0,0,0,0,0,0,0,0
0,d_19480901,100,59.4,0,0,0,0,0,0,0,0,0
82.3,d_19481001,17.7,0,0,0,0,0,0,0,0,0,0
37.1,d_19481101,63,6.3,0,0,0,0,0,0,0,0,0
78.4,d_19481201,21.5,0.2,0,0,0,0,0,0,0,0,0
80.1,d_19490101,19.8,0.5,0,0,0,0,0,0,0,0,0
27.5,d_19490201,72.4,18.1,0,0,0,0,0,0,0,0,0
4.9,d_19490301,95.1,57.2,0,0,0,0,0,0,0,0,0
1.6,d_19490401,98.4,84.8,0.3,0,0,0,0,0,0,0,0
2.5,d_19490501,97.6,80.3,0,0,0,0,0,0,0,0,0
3.9,d_19490601,96.1,75.1,0,0,0,0,0,0,0,0,0
1.3,d_19490701,98.7,69,0,0,0,0,0,0,0,0,0
19.9,d_19490801,80.2,0.6,0,0,0,0,0,0,0,0,0
6.6,d_19490901,93.4,8.7,0,0,0,0,0,0,0,0,0
0.7,d_19491001,99.3,91.9,10.5,0,0,0,0,0,0,0,0
2.5,d_19491101,97.5,50.4,0,0,0,0,0,0,0,0,0
92.1,d_19491201,7.9,0,0,0,0,0,0,0,0,0,0
94.5,d_19500101,5.5,0,0,0,0,0,0,0,0,0,0
64.2,d_19500201,35.8,7.7,0,0,0,0,0,0,0,0,0
30.9,d_19500301,69.1,21.9,0,0,0,0,0,0,0,0,0
23.5,d_19500401,76.5,25.1,0,0,0,0,0,0,0,0,0
15.2,d_19500501,84.8,34.1,0,0,0,0,0,0,0,0,0
18.9,d_19500601,81,25.7,0,0,0,0,0,0,0,0,0
36.8,d_19500701,63.2,8.6,0,0,0,0,0,0,0,0,0
25.6,d_19500801,74.4,6.1,0,0,0,0,0,0,0,0,0
12.2,d_19500901,87.8,12.2,0,0,0,0,0,0,0,0,0
0.4,d_19501001,99.5,31.6,0,0,0,0,0,0,0,0,0
1.8,d_19501101,98.2,32.6,3.5,0.2,0,0,0,0,0,0,0
0,d_19501201,100,97.6,20.4,5.3,0,0,0,0,0,0,0
2.6,d_19510101,97.4,38.5,2.8,0,0,0,0,0,0,0,0
0,d_19510201,100,99.8,28.2,6.7,0,0,0,0,0,0,0
0,d_19510301,100,100,78.8,24.6,2.7,0,0,0,0,0,0
0,d_19510401,100.1,98.8,45.1,11.6,0,0,0,0,0,0,0
0,d_19510501,100,99.9,50.9,13,0.2,0,0,0,0,0,0
0,d_19510601,100,100,58.3,16.5,0.8,0,0,0,0,0,0
0,d_19510701,100,98.8,50.7,14.5,0.9,0,0,0,0,0,0
0,d_19510801,99.9,97.3,30.5,6.3,0,0,0,0,0,0,0
7.3,d_19510901,92.7,28.8,0.1,0,0,0,0,0,0,0,0
3.8,d_19511001,96.1,38.7,2.3,0,0,0,0,0,0,0,0
82,d_19511101,18,5.3,0,0,0,0,0,0,0,0,0
3.8,d_19511201,0,0,0,0,0,0,96.2,91.3,30.8,0.5,0
0,d_19520101,0,0,0,0,0,0,100,100,100,92.9,2.5
0,d_19520201,0,0,0,0,0,0,100,99.4,29.5,0,0
0,d_19520301,0,0,0,0,0,0,100,100,98.5,55.3,0.2
0,d_19520401,0,0,0,0,0,0,100,100,98.5,68.9,0.2
0,d_19520501,0,0,0,0,0,0,100,100,96.9,62.6,0.2
0,d_19520601,0,0,0,0,0,0,100,100,97,62.2,0.2
0,d_19520701,0,0,0,0,0,0,100,100,98.9,72.2,0.4
0,d_19520801,0,0,0,0,0,0,100.1,100.1,99.8,59.6,0.2
0,d_19520901,0,0,0,0,0,0,100,100,50.4,3.8,0
75.3,d_19521001,0,0,0,0,0,0,24.6,1.9,0,0,0
0,d_19521101,0,0,0,0,0,0,100.1,100.1,98.4,65.7,0.2
0,d_19521201,0,0,0,0,0,0,100,82.5,0,0,0
100,d_19530101,0,0,0,0,0,0,0,0,0,0,0
79.3,d_19530201,20.7,0,0,0,0,0,0,0,0,0,0
4.8,d_19530301,95.1,26.1,0,0,0,0,0,0,0,0,0
9.6,d_19530401,90.5,10.9,0,0,0,0,0,0,0,0,0
3.4,d_19530501,96.6,28.7,0,0,0,0,0,0,0,0,0
1.6,d_19530601,98.4,22.6,0,0,0,0,0,0,0,0,0
13.6,d_19530701,86.4,1.9,0,0,0,0,0,0,0,0,0
0,d_19530801,100,99.3,0.2,0,0,0,0,0,0,0,0
0,d_19530901,100,100,94.5,38.1,0,0,0,0,0,0,0
0,d_19531001,100,100,97.2,34.2,0,0,0,0,0,0,0
4.9,d_19531101,95.2,84.5,15.3,0,0,0,0,0,0,0,0
4.3,d_19531201,95.7,92.2,22.7,0.7,0,0,0,0,0,0,0
99.3,d_19540101,0,0,0,0,0,0,0.7,0,0,0,0
100,d_19540201,0,0,0,0,0,0,0,0,0,0,0
100,d_19540301,0,0,0,0,0,0,0,0,0,0,0
100,d_19540401,0,0,0,0,0,0,0,0,0,0,0
100,d_19540501,0,0,0,0,0,0,0,0,0,0,0
100,d_19540601,0,0,0,0,0,0,0,0,0,0,0
100,d_19540701,0,0,0,0,0,0,0,0,0,0,0
100,d_19540801,0,0,0,0,0,0,0,0,0,0,0
72.5,d_19540901,0,0,0,0,0,0,27.5,0,0,0,0
94.3,d_19541001,5.7,0,0,0,0,0,0,0,0,0,0
96.9,d_19541101,0.6,0,0,0,0,0,2.5,0,0,0,0
1.2,d_19541201,98.9,86.8,0.2,0,0,0,0,0,0,0,0
100,d_19550101,0,0,0,0,0,0,0,0,0,0,0
95.8,d_19550201,4.2,0,0,0,0,0,0,0,0,0,0
8.1,d_19550301,91.9,9.9,0,0,0,0,0,0,0,0,0
38.7,d_19550401,61.3,1.3,0,0,0,0,0,0,0,0,0
79.6,d_19550501,20.4,0,0,0,0,0,0,0,0,0,0
89.3,d_19550601,10.7,0,0,0,0,0,0,0,0,0,0
98.5,d_19550701,1.5,0,0,0,0,0,0,0,0,0,0
88.8,d_19550801,11.2,0,0,0,0,0,0,0,0,0,0
97.4,d_19550901,2.6,0,0,0,0,0,0,0,0,0,0
7.5,d_19551001,92.5,33,3.8,1.2,0,0,0,0,0,0,0
65.6,d_19551101,34.4,19,3.4,2,0.1,0,0,0,0,0,0
83,d_19551201,7.9,3.1,0,0,0,0,9.1,0.1,0,0,0
39.5,d_19560101,0,0,0,0,0,0,60.5,29,0,0,0
87,d_19560201,13,2.3,0,0,0,0,0,0,0,0,0
44.3,d_19560301,55.7,26.3,1,0,0,0,0,0,0,0,0
82.3,d_19560401,17.7,1.8,0,0,0,0,0,0,0,0,0
87.1,d_19560501,12.9,2.2,0,0,0,0,0,0,0,0,0
91.9,d_19560601,8,1.3,0,0,0,0,0,0,0,0,0
96.7,d_19560701,3.3,0,0,0,0,0,0,0,0,0,0
97.8,d_19560801,2.2,0,0,0,0,0,0,0,0,0,0
96.5,d_19560901,0.1,0,0,0,0,0,3.3,0,0,0,0
16,d_19561001,84,26.9,0,0,0,0,0,0,0,0,0
31.3,d_19561101,68.7,23.6,0,0,0,0,0,0,0,0,0
68.9,d_19561201,31.1,3.5,0,0,0,0,0,0,0,0,0
99.9,d_19570101,0.1,0,0,0,0,0,0,0,0,0,0
55.4,d_19570201,44.6,0,0,0,0,0,0,0,0,0,0
16,d_19570301,84,17.3,0,0,0,0,0,0,0,0,0
19.3,d_19570401,80.7,12.4,0,0,0,0,0,0,0,0,0
37.4,d_19570501,62.6,1,0,0,0,0,0,0,0,0,0
57.7,d_19570601,42.3,0,0,0,0,0,0,0,0,0,0
70.5,d_19570701,29.5,0,0,0,0,0,0,0,0,0,0
100,d_19570801,0,0,0,0,0,0,0,0,0,0,0
97.8,d_19570901,0,0,0,0,0,0,2.2,0,0,0,0
100,d_19571001,0,0,0,0,0,0,0,0,0,0,0
99.3,d_19571101,0.7,0,0,0,0,0,0,0,0,0,0
3.1,d_19571201,0,0,0,0,0,0,96.9,81.1,0.5,0,0
56.2,d_19580101,0,0,0,0,0,0,43.7,0.3,0,0,0
0.6,d_19580201,0,0,0,0,0,0,99.4,69.3,0,0,0
0,d_19580301,0,0,0,0,0,0,99.9,99,1.1,0,0
0,d_19580401,0,0,0,0,0,0,100,100,84.7,4.8,0
0,d_19580501,0,0,0,0,0,0,99.9,99.9,86.9,4.6,0
0,d_19580601,0,0,0,0,0,0,100.1,100.1,88.6,5.1,0
0,d_19580701,0,0,0,0,0,0,100,100,56.2,0.7,0
0,d_19580801,0,0,0,0,0,0,100,100,76.9,4.6,0
0,d_19580901,0,0,0,0,0,0,100,100,20.8,0,0
0,d_19581001,0,0,0,0,0,0,100,100,100,51.6,0
0,d_19581101,0,0,0,0,0,0,99.9,99.9,54,0.3,0
98.7,d_19581201,1.3,0,0,0,0,0,0,0,0,0,0
0,d_19590101,99.9,98.4,44.3,3,0,0,0,0,0,0,0
22.1,d_19590201,77.9,4.5,0,0,0,0,0,0,0,0,0
0,d_19590301,100,98.4,1.9,0,0,0,0,0,0,0,0
0,d_19590401,99.9,99.6,5.9,0,0,0,0,0,0,0,0
0,d_19590501,100,100,41.5,0.7,0,0,0,0,0,0,0
0,d_19590601,100,100,54.9,1.5,0,0,0,0,0,0,0
0,d_19590701,100,100,51.3,2.2,0,0,0,0,0,0,0
0,d_19590801,100,99.9,3.3,0,0,0,0,0,0,0,0
55.4,d_19590901,44.6,0.2,0,0,0,0,0,0,0,0,0
41.4,d_19591001,58.5,1.5,0,0,0,0,0,0,0,0,0
0,d_19591101,100,100,100,99.2,97.2,0,0,0,0,0,0
1,d_19591201,99,94.4,43.5,2.8,0,0,0,0,0,0,0
12.3,d_19600101,87.7,15.4,0,0,0,0,0,0,0,0,0
16.3,d_19600201,83.7,24.2,0,0,0,0,0,0,0,0,0
0.3,d_19600301,99.7,88.2,1.5,0,0,0,0,0,0,0,0
0.9,d_19600401,99.1,76.6,0,0,0,0,0,0,0,0,0
0.4,d_19600501,99.6,87.7,2.4,0,0,0,0,0,0,0,0
0.4,d_19600601,99.6,91.3,3.2,0,0,0,0,0,0,0,0
3.3,d_19600701,96.7,81.1,0.2,0,0,0,0,0,0,0,0
15.7,d_19600801,84.3,29.5,0,0,0,0,0,0,0,0,0
46.1,d_19600901,53.9,12.1,0,0,0,0,0,0,0,0,0
10.1,d_19601001,89.8,50.4,0,0,0,0,0,0,0,0,0
89.9,d_19601101,10.1,0.2,0,0,0,0,0,0,0,0,0
90.7,d_19601201,9.3,0,0,0,0,0,0,0,0,0,0
12.7,d_19610101,87.3,22.5,0.3,0,0,0,0,0,0,0,0
0,d_19610201,100.1,99,56.5,3.3,0.2,0,0,0,0,0,0
0,d_19610301,99.9,99.5,93,42.1,2.4,0,0,0,0,0,0
0,d_19610401,100.1,100.1,96,81.3,3.2,0,0,0,0,0,0
0,d_19610501,100,100,96.7,90.9,14.6,0,0,0,0,0,0
0,d_19610601,100.1,100,96.3,88.2,8,0,0,0,0,0,0
0,d_19610701,100.1,99.7,95.3,81.4,12.4,0,0,0,0,0,0
0,d_19610801,100.1,100.1,100.1,100,96.8,0,0,0,0,0,0
0,d_19610901,99.9,99.9,98.6,92.6,10.8,0,0,0,0,0,0
0,d_19611001,99.9,99.9,99.3,97.2,72.9,0,0,0,0,0,0
10.6,d_19611101,89.4,61.9,1.8,0,0,0,0,0,0,0,0
97.5,d_19611201,2.5,0,0,0,0,0,0,0,0,0,0
