0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
68.6,d_19941101,31.4,3.2,0,0,0,0,0,0,0,0,0
20.1,d_19941201,79.9,14.7,0,0,0,0,0,0,0,0,0
0,d_19950101,0,0,0,0,0,0,100,99.3,82.5,60.9,2.3
3.3,d_19950201,0,0,0,0,0,0,96.7,83.7,32.7,0.2,0
0,d_19950301,0,0,0,0,0,0,100,97.6,78.8,52.9,0
0,d_19950401,0,0,0,0,0,0,100,96.5,77.1,44.2,0
0,d_19950501,0,0,0,0,0,0,100,96.9,77.7,50.2,0.2
0,d_19950601,0,0,0,0,0,0,100.1,98.1,79.4,58.8,0.3
0,d_19950701,0,0,0,0,0,0,100,99.3,81.3,63.8,1.5
0,d_19950801,0,0,0,0,0,0,100,99.8,83.4,64.5,1.3
0,d_19950901,0,0,0,0,0,0,100,100,92.8,73.5,6.9
37.4,d_19951001,0,0,0,0,0,0,62.6,3.1,0,0,0
19.7,d_19951101,0,0,0,0,0,0,80.2,58.3,0.5,0,0
8.9,d_19951201,91.1,65.3,9.1,3.8,0,0,0,0,0,0,0
6,d_19960101,94,61,11.2,1.2,0,0,0,0,0,0,0
91,d_19960201,9,0,0,0,0,0,0,0,0,0,0
73.1,d_19960301,26.9,4.6,0,0,0,0,0,0,0,0,0
63.9,d_19960401,36,12.6,0,0,0,0,0,0,0,0,0
56,d_19960501,44,18.3,0,0,0,0,0,0,0,0,0
58.7,d_19960601,41.4,14.9,0,0,0,0,0,0,0,0,0
71.7,d_19960701,28.3,6.8,0,0,0,0,0,0,0,0,0
91.1,d_19960801,8.9,0.1,0,0,0,0,0,0,0,0,0
95.3,d_19960901,4.4,0,0,0,0,0,0.3,0,0,0,0
57.2,d_19961001,0,0,0,0,0,0,42.8,2.7,0,0,0
89,d_19961101,7.8,0,0,0,0,0,3.2,0,0,0,0
28.2,d_19961201,0,0,0,0,0,0,71.8,56.5,5.5,0.4,0
18.6,d_19970101,0,0,0,0,0,0,81.5,64.4,27.1,1.7,0
43.7,d_19970201,0.2,0,0,0,0,0,56.2,17.5,0.1,0,0
79.1,d_19970301,17.1,2.1,0,0,0,0,3.9,0.3,0,0,0
68.3,d_19970401,31.1,8.8,0,0,0,0,0.6,0,0,0,0
65.4,d_19970501,34.1,16.2,0,0,0,0,0.4,0,0,0,0
66.4,d_19970601,33.2,12.6,0,0,0,0,0.4,0,0,0,0
62.6,d_19970701,37.1,27.8,1.9,0,0,0,0.4,0,0,0,0
58.2,d_19970801,41.7,31.8,5.1,0,0,0,0,0,0,0,0
19.4,d_19970901,80.6,37.1,0.7,0,0,0,0,0,0,0,0
0,d_19971001,100,100,99.9,88.3,71.4,0,0,0,0,0,0
1.6,d_19971101,98.4,70.6,5.7,0,0,0,0,0,0,0,0
30.8,d_19971201,0,0,0,0,0,0,69.2,29.7,0.1,0,0
16.6,d_19980101,0,0,0,0,0,0,83.4,22,0.1,0,0
0,d_19980201,0,0,0,0,0,0,100.1,100.1,100.1,98.1,48.7
0,d_19980301,0,0,0,0,0,0,100,100,100,98.4,46.4
0,d_19980401,0,0,0,0,0,0,100,100,100,98.8,49
0,d_19980501,0,0,0,0,0,0,100,100,100,100,87.3
0,d_19980601,0,0,0,0,0,0,100,100,100,100,67.9
0,d_19980701,0,0,0,0,0,0,100,100,100,100,89.2
0,d_19980801,0,0,0,0,0,0,100,100,100,100,64.8
0,d_19980901,0,0,0,0,0,0,100,100,100,99.7,27.6
0,d_19981001,0,0,0,0,0,0,100,100,100,100,98.8
0,d_19981101,0,0,0,0,0,0,100,95.1,4.8,1.4,0
96.6,d_19981201,0,0,0,0,0,0,3.4,1,0,0,0
79.7,d_19990101,18.8,0,0,0,0,0,1.5,0.2,0,0,0
2.1,d_19990201,97.9,95.5,50.6,0.3,0,0,0,0,0,0,0
1.4,d_19990301,98.5,96.4,71.7,9.7,0,0,0,0,0,0,0
3.7,d_19990401,96.3,89.1,4.8,0,0,0,0,0,0,0,0
3.6,d_19990501,96.5,91.7,14.8,0,0,0,0,0,0,0,0
3.6,d_19990601,96.4,91.2,18.7,0.1,0,0,0,0,0,0,0
3.9,d_19990701,96.1,83.9,1,0,0,0,0,0,0,0,0
3.6,d_19990801,96.5,82.8,1.9,0,0,0,0,0,0,0,0
34.4,d_19990901,65.6,8.6,0,0,0,0,0,0,0,0,0
40.8,d_19991001,59.2,9.8,0,0,0,0,0,0,0,0,0
64.8,d_19991101,35.2,3.4,0,0,0,0,0,0,0,0,0
4.5,d_19991201,95.5,40,0,0,0,0,0,0,0,0,0
0,d_20000101,100,100,99.8,83.5,7.8,0,0,0,0,0,0
42,d_20000201,58.1,15.5,0,0,0,0,0,0,0,0,0
26.4,d_20000301,73.6,22.9,1.5,0,0,0,0,0,0,0,0
61.8,d_20000401,38.2,16.8,0.5,0,0,0,0,0,0,0,0
46.5,d_20000501,53.5,20.1,2.8,0,0,0,0,0,0,0,0
51.4,d_20000601,48.5,17.9,1.6,0,0,0,0,0,0,0,0
68.2,d_20000701,31.7,14.5,0.3,0,0,0,0,0,0,0,0
85.1,d_20000801,14.9,1.4,0,0,0,0,0,0,0,0,0
98.5,d_20000901,0,0,0,0,0,0,1.5,0,0,0,0
21,d_20001001,0,0,0,0,0,0,78.9,44.1,0,0,0
85.6,d_20001101,14.4,4.1,0,0,0,0,0,0,0,0,0
14.2,d_20001201,85.8,48.7,0.6,0,0,0,0,0,0,0,0
69,d_20010101,31,0,0,0,0,0,0,0,0,0,0
58,d_20010201,0,0,0,0,0,0,41.9,11.9,0,0,0
77.4,d_20010301,0,0,0,0,0,0,22.6,2.7,0,0,0
75.7,d_20010401,0,0,0,0,0,0,24.3,3.1,0,0,0
79.6,d_20010501,0,0,0,0,0,0,20.4,1.8,0,0,0
79.3,d_20010601,0,0,0,0,0,0,20.7,1.6,0,0,0
87,d_20010701,0,0,0,0,0,0,13,0,0,0,0
69.5,d_20010801,0,0,0,0,0,0,30.5,2.2,0,0,0
3.8,d_20010901,0,0,0,0,0,0,96.2,39.8,0,0,0
21.6,d_20011001,0,0,0,0,0,0,78.4,16.9,0,0,0
83.6,d_20011101,15.9,2.8,0,0,0,0,0.4,0,0,0,0
95.1,d_20011201,4.9,0,0,0,0,0,0,0,0,0,0
0.5,d_20020101,99.5,69,0,0,0,0,0,0,0,0,0
0,d_20020201,100,100,82.5,10.2,0,0,0,0,0,0,0
0,d_20020301,100,100,99.9,86.5,6.8,0,0,0,0,0,0
0,d_20020401,100,100,100,99.7,32.5,0,0,0,0,0,0
0,d_20020501,100,100,100,100,71.2,0,0,0,0,0,0
0,d_20020601,99.9,99.9,99.9,99.6,58,0,0,0,0,0,0
0,d_20020701,99.9,99.9,99.9,99.6,43.1,0,0,0,0,0,0
0,d_20020801,100,100,100,100,99.8,0,0,0,0,0,0
0,d_20020901,100,100,100,100,94.5,0,0,0,0,0,0
0,d_20021001,100,100,100,100,99.4,0,0,0,0,0,0
0,d_20021101,100,98.3,54.8,32.2,8,0,0,0,0,0,0
75,d_20021201,25.1,9.7,0,0,0,0,0,0,0,0,0
28,d_20030101,72,34.7,6.4,0,0,0,0,0,0,0,0
100,d_20030201,0,0,0,0,0,0,0,0,0,0,0
100,d_20030301,0,0,0,0,0,0,0,0,0,0,0
87.8,d_20030401,0,0,0,0,0,0,12.2,0,0,0,0
77.5,d_20030501,0,0,0,0,0,0,22.5,0,0,0,0
73.9,d_20030601,0,0,0,0,0,0,26.1,0,0,0,0
44.3,d_20030701,0,0,0,0,0,0,55.7,9.4,0,0,0
68.2,d_20030801,0,0,0,0,0,0,31.8,11.4,0,0,0
68.6,d_20030901,0,0,0,0,0,0,31.4,13.1,0,0,0
0,d_20031001,0,0,0,0,0,0,100.1,77.6,9.5,0,0
63.9,d_20031101,0,0,0,0,0,0,36.1,8.2,0,0,0
98.1,d_20031201,0,0,0,0,0,0,1.9,0,0,0,0
1.1,d_20040101,98.9,47.5,0,0,0,0,0,0,0,0,0
83.3,d_20040201,16.7,0,0,0,0,0,0,0,0,0,0
16.9,d_20040301,83.1,15.7,0,0,0,0,0,0,0,0,0
6.8,d_20040401,93.1,45.8,0,0,0,0,0,0,0,0,0
3,d_20040501,97,73.1,2.2,0,0,0,0,0,0,0,0
2.7,d_20040601,97.3,63.1,0.8,0,0,0,0,0,0,0,0
5.5,d_20040701,94.5,47.9,0,0,0,0,0,0,0,0,0
0.5,d_20040801,99.5,26.4,0,0,0,0,0,0,0,0,0
22.6,d_20040901,77.4,3.8,0,0,0,0,0,0,0,0,0
24.5,d_20041001,0,0,0,0,0,0,75.5,3.3,0,0,0
88,d_20041101,2.8,0,0,0,0,0,9.2,1.9,0,0,0
0,d_20041201,0,0,0,0,0,0,99.9,99.8,83.8,28.9,0
0,d_20050101,0,0,0,0,0,0,100,100,100,99.7,72.9
0,d_20050201,0,0,0,0,0,0,100,100,100,100,99.9
0,d_20050301,0,0,0,0,0,0,100,100,100,100,96.8
0,d_20050401,0,0,0,0,0,0,100,100,100,100,95.7
0,d_20050501,0,0,0,0,0,0,100,100,100,100,97.3
0,d_20050601,0,0,0,0,0,0,100,100,100,100,97.1
0,d_20050701,0,0,0,0,0,0,100,100,100,98.9,73.6
0,d_20050801,0,0,0,0,0,0,100,100,100,99.4,68.2
0,d_20050901,0,0,0,0,0,0,100,100,99,88.2,14
0,d_20051001,0,0,0,0,0,0,99.9,99.9,82.3,35,12.6
71.7,d_20051101,0,0,0,0,0,0,28.3,17.5,3.1,0,0
68.7,d_20051201,14.8,0.6,0,0,0,0,16.4,6.3,0,0,0
69,d_20060101,30.9,4.6,0.1,0,0,0,0.1,0,0,0,0
59.7,d_20060201,40.2,5.5,0.1,0,0,0,0,0,0,0,0
82.6,d_20060301,17.4,0.8,0,0,0,0,0,0,0,0,0
99.1,d_20060401,0.9,0,0,0,0,0,0,0,0,0,0
97.8,d_20060501,2.2,0,0,0,0,0,0,0,0,0,0
97.6,d_20060601,2.4,0,0,0,0,0,0,0,0,0,0
81,d_20060701,19,5.3,0,0,0,0,0,0,0,0,0
92.8,d_20060801,7.2,1.7,0,0,0,0,0,0,0,0,0
95.6,d_20060901,0.8,0,0,0,0,0,3.6,0,0,0,0
80.4,d_20061001,0,0,0,0,0,0,19.6,0,0,0,0
82.5,d_20061101,0,0,0,0,0,0,17.5,0,0,0,0
71.6,d_20061201,28.4,11.7,0,0,0,0,0,0,0,0,0
0,d_20070101,100.1,97.6,88.9,69.5,21,0,0,0,0,0,0
0,d_20070201,100.1,100.1,95.1,88.4,61.1,0,0,0,0,0,0
0,d_20070301,100,100,99.2,95.6,87.1,0,0,0,0,0,0
0,d_20070401,100,100,99.9,96.6,90.8,0,0,0,0,0,0
0,d_20070501,100,100,100,97.7,93.2,0,0,0,0,0,0
0,d_20070601,100,100,100,97.2,92.7,0,0,0,0,0,0
0,d_20070701,100,100,99.9,97.4,93.2,0,0,0,0,0,0
0,d_20070801,100,100,97.5,94.3,77.4,0,0,0,0,0,0
0,d_20070901,100.1,100.1,86.9,40.9,0,0,0,0,0,0,0
0,d_20071001,100.1,99.8,33.1,1.2,0,0,0,0,0,0,0
0,d_20071101,100,97.7,53.5,16,0.1,0,0,0,0,0,0
57.2,d_20071201,42.8,14.4,0.3,0,0,0,0,0,0,0,0
12.9,d_20080101,0,0,0,0,0,0,87.1,49.9,0,0,0
56,d_20080201,0,0,0,0,0,0,44,2,0,0,0
99.7,d_20080301,0.2,0,0,0,0,0,0.2,0,0,0,0
90.8,d_20080401,9.2,0,0,0,0,0,0,0,0,0,0
91.9,d_20080501,8.1,0.1,0,0,0,0,0,0,0,0,0
77.8,d_20080601,22.2,0.2,0,0,0,0,0,0,0,0,0
91.2,d_20080701,8.8,0,0,0,0,0,0,0,0,0,0
88.7,d_20080801,11.3,1.2,0,0,0,0,0,0,0,0,0
96.6,d_20080901,3,0,0,0,0,0,0.3,0,0,0,0
0,d_20081001,100,100,93.9,57.1,7.9,0,0,0,0,0,0
7.6,d_20081101,92.4,69,24,3.7,0.5,0,0,0,0,0,0
90.9,d_20081201,3,1,0,0,0,0,6.1,0.5,0,0,0
90.9,d_20090101,9.1,2.7,0,0,0,0,0,0,0,0,0
99.9,d_20090201,0.1,0,0,0,0,0,0,0,0,0,0
88.6,d_20090301,11.3,0.3,0,0,0,0,0,0,0,0,0
43.1,d_20090401,56.9,3.8,0,0,0,0,0,0,0,0,0
30,d_20090501,70,14.1,0,0,0,0,0,0,0,0,0
37.8,d_20090601,62.3,7.4,0,0,0,0,0,0,0,0,0
53.2,d_20090701,46.8,2.6,0,0,0,0,0,0,0,0,0
11.5,d_20090801,88.5,20,0.7,0,0,0,0,0,0,0,0
2.7,d_20090901,97.3,41.5,0,0,0,0,0,0,0,0,0
85.3,d_20091001,14.8,2.4,0,0,0,0,0,0,0,0,0
0,d_20091101,100,100,91.5,80.6,46.5,0,0,0,0,0,0
58.7,d_20091201,41.4,26.3,6.8,3.9,0.5,0,0,0,0,0,0
10,d_20100101,0,0,0,0,0,0,89.9,22.5,0,0,0
6.5,d_20100201,0,0,0,0,0,0,93.5,54.1,0,0,0
71.1,d_20100301,0,0,0,0,0,0,28.9,0,0,0,0
44,d_20100401,0,0,0,0,0,0,56,0,0,0,0
59,d_20100501,0.1,0,0,0,0,0,40.9,0,0,0,0
50.4,d_20100601,0,0,0,0,0,0,49.6,0,0,0,0
58.9,d_20100701,0.1,0,0,0,0,0,41.1,2.1,0,0,0
17.2,d_20100801,0,0,0,0,0,0,82.9,12.9,0,0,0
34.3,d_20100901,0,0,0,0,0,0,65.7,13.2,0,0,0
85.4,d_20101001,0,0,0,0,0,0,14.6,0,0,0,0
91.7,d_20101101,7.6,0,0,0,0,0,0.7,0,0,0,0
0,d_20101201,0,0,0,0,0,0,100,100,100,100,79.9
0,d_20110101,0,0,0,0,0,0,99.9,99.1,17.2,1,0
0,d_20110201,0,0,0,0,0,0,100,89.4,1.1,0.3,0
0.2,d_20110301,0,0,0,0,0,0,99.9,94,16.5,0.3,0
1.5,d_20110401,0,0,0,0,0,0,98.4,78.5,7.7,0,0
1.4,d_20110501,0,0,0,0,0,0,98.7,80.5,10,0,0
0.8,d_20110601,0,0,0,0,0,0,99.3,81.8,10.9,0,0
3.5,d_20110701,0,0,0,0,0,0,96.5,57.3,3.4,0,0
2.2,d_20110801,0,0,0,0,0,0,97.8,62.7,3.6,0,0
84.3,d_20110901,15.7,3.5,0,0,0,0,0,0,0,0,0
68.2,d_20111001,0.2,0,0,0,0,0,31.6,8,0,0,0
34.4,d_20111101,0,0,0,0,0,0,65.6,34.8,9.2,0,0
54.2,d_20111201,45.9,9.2,0,0,0,0,0,0,0,0,0
27.5,d_20120101,72.5,30.6,0,0,0,0,0,0,0,0,0
0,d_20120201,100.1,99.5,45.2,2.4,0,0,0,0,0,0,0
0,d_20120301,100,96.7,4.4,0,0,0,0,0,0,0,0
0.3,d_20120401,99.8,74,0,0,0,0,0,0,0,0,0
0,d_20120501,100,88.8,0.5,0,0,0,0,0,0,0,0
0,d_20120601,100,87.9,1.1,0,0,0,0,0,0,0,0
0,d_20120701,100,91.3,7.6,0,0,0,0,0,0,0,0
0,d_20120801,99.9,99.9,8.8,0,0,0,0,0,0,0,0
3,d_20120901,97,37.9,0,0,0,0,0,0,0,0,0
48.6,d_20121001,51.4,0.7,0,0,0,0,0,0,0,0,0
94.9,d_20121101,5.1,0,0,0,0,0,0,0,0,0,0
88.1,d_20121201,11.5,6,0,0,0,0,0.4,0,0,0,0
32,d_20130101,68,34.1,10.9,5.1,0,0,0,0,0,0,0
0.1,d_20130201,99.8,96.8,34.4,14.9,5.6,0,0,0,0,0,0
0,d_20130301,99.9,99.4,63,28.4,9.5,0,0,0,0,0,0
0,d_20130401,100,99.9,96.6,51.4,15.7,0,0,0,0,0,0
0,d_20130501,100,99.9,97.9,52.2,18.5,0,0,0,0,0,0
0,d_20130601,100,99.9,96.6,53.8,21.8,0,0,0,0,0,0
0,d_20130701,99.9,99.7,89.3,42.3,13,0,0,0,0,0,0
0,d_20130801,100,99.3,80.8,31.1,2.8,0,0,0,0,0,0
0,d_20130901,100,100,97.5,39.2,0,0,0,0,0,0,0
0,d_20131001,99.9,99.9,97.8,69.6,0.3,0,0,0,0,0,0
19,d_20131101,81,75.1,56,8.2,0,0,0,0,0,0,0
17.1,d_20131201,82.9,76.8,63.4,31.9,2,0,0,0,0,0,0
1,d_20140101,99,84.6,72.6,57.6,10,0,0,0,0,0,0
0,d_20140201,99.9,82.1,62.2,12.8,0.8,0,0,0,0,0,0
0,d_20140301,100,94.7,69.5,23.8,0.8,0,0,0,0,0,0
0,d_20140401,100,99.9,75.5,41.1,2.4,0,0,0,0,0,0
0,d_20140501,100.1,98.1,77.6,59.7,10.6,0,0,0,0,0,0
0,d_20140601,100.1,95.5,75.5,51.7,6.9,0,0,0,0,0,0
0,d_20140701,100,92.8,73.4,44.7,6.6,0,0,0,0,0,0
0,d_20140801,100,100,73.8,34.8,5.8,0,0,0,0,0,0
0,d_20140901,100,77.7,14.9,0.4,0,0,0,0,0,0,0
41.5,d_20141001,58.6,23.2,0.4,0,0,0,0,0,0,0,0
0,d_20141101,100.1,98.7,42.7,11.7,2,0,0,0,0,0,0
81.5,d_20141201,0,0,0,0,0,0,18.5,0.5,0,0,0
94.9,d_20150101,0.2,0,0,0,0,0,4.9,0,0,0,0
45.7,d_20150201,54.3,6.1,0,0,0,0,0,0,0,0,0
19.1,d_20150301,80.9,51.7,0.7,0,0,0,0,0,0,0,0
10.2,d_20150401,89.8,71.1,7,0,0,0,0,0,0,0,0
6.9,d_20150501,93.1,70.2,3.7,0,0,0,0,0,0,0,0
8.8,d_20150601,91.2,65.5,3.1,0,0,0,0,0,0,0,0
26.9,d_20150701,73,49.8,0.3,0,0,0,0,0,0,0,0
36.5,d_20150801,63.5,17.9,0,0,0,0,0,0,0,0,0
15.3,d_20150901,84.7,75.6,0,0,0,0,0,0,0,0,0
22.9,d_20151001,77.1,51.7,1,0,0,0,0,0,0,0,0
29.2,d_20151101,70.8,40.3,1.3,0.3,0,0,0,0,0,0,0
44.2,d_20151201,44,18.1,1.7,0,0,0,11.7,0.3,0,0,0
78.7,d_20160101,0.9,0,0,0,0,0,20.4,3.4,0,0,0
45,d_20160201,55,19.5,0,0,0,0,0,0,0,0,0
41.1,d_20160301,58.9,27.2,0,0,0,0,0,0,0,0,0
26.2,d_20160401,73.7,46.7,0.3,0,0,0,0,0,0,0,0
21.9,d_20160501,78.1,50.1,0.9,0,0,0,0,0,0,0,0
4.3,d_20160601,95.7,65,12.1,0,0,0,0,0,0,0,0
0.4,d_20160701,99.6,80.2,9.3,0,0,0,0,0,0,0,0
1.4,d_20160801,98.7,46,0,0,0,0,0,0,0,0,0
35.2,d_20160901,64.7,9.2,0,0,0,0,0,0,0,0,0
0,d_20161001,100.1,78,10.2,0.2,0,0,0,0,0,0,0
29.8,d_20161101,70.2,5.9,0,0,0,0,0,0,0,0,0
85.6,d_20161201,0,0,0,0,0,0,14.4,1.1,0.1,0,0
0,d_20170101,0,0,0,0,0,0,100,89.6,32,4.2,0
0,d_20170201,0,0,0,0,0,0,100,95.1,27.5,4.2,0
11.9,d_20170301,0,0,0,0,0,0,88.1,44.2,1.8,0,0
30.6,d_20170401,0,0,0,0,0,0,69.4,24,0,0,0
30,d_20170501,0,0,0,0,0,0,70,23.8,0.3,0,0
26.3,d_20170601,0,0,0,0,0,0,73.7,27.3,0.2,0,0
19.7,d_20170701,0,0,0,0,0,0,80.3,30.4,1.6,0,0
15,d_20170801,0,0,0,0,0,0,85,35.4,0.9,0,0
35.1,d_20170901,0,0,0,0,0,0,64.9,11.5,0,0,0
63.3,d_20171001,36.7,6.4,0,0,0,0,0,0,0,0,0
0,d_20171101,100,100,100,100,83.4,0,0,0,0,0,0
0,d_20171201,100,100,100,99.7,90.3,0,0,0,0,0,0
0,d_20180101,99.9,96.2,72.1,7.9,0.8,0,0,0,0,0,0
0,d_20180201,100,100,97.8,91,54.8,0,0,0,0,0,0
0,d_20180301,100.1,94.8,34.5,14,0,0,0,0,0,0,0
0,d_20180401,100,99.7,59.8,26.7,3.2,0,0,0,0,0,0
0,d_20180501,100.1,100.1,72.3,38.2,10.3,0,0,0,0,0,0
0,d_20180601,99.9,99.9,82.6,41.5,11,0,0,0,0,0,0
0,d_20180701,100,100,68.9,33.1,5.5,0,0,0,0,0,0
0,d_20180801,100,92,31.2,8.5,0,0,0,0,0,0,0
24.3,d_20180901,75.6,26.9,0,0,0,0,0,0,0,0,0
19.2,d_20181001,80.8,28.1,0,0,0,0,0,0,0,0,0
94.8,d_20181101,3.8,0,0,0,0,0,1.4,0,0,0,0
74.7,d_20181201,25.3,4.2,0,0,0,0,0,0,0,0,0
48.4,d_20190101,0,0,0,0,0,0,51.5,18.8,0,0,0
0,d_20190201,0,0,0,0,0,0,100.1,64.9,0.9,0,0
0.2,d_20190301,0,0,0,0,0,0,99.8,60.3,0,0,0
8.1,d_20190401,0,0,0,0,0,0,91.9,25.3,0,0,0
0,d_20190501,0,0,0,0,0,0,100,51,0,0,0
0,d_20190601,0,0,0,0,0,0,100,59.2,0,0,0
0,d_20190701,0,0,0,0,0,0,100,82.8,0.5,0,0
0,d_20190801,0,0,0,0,0,0,100,83.1,0,0,0
0,d_20190901,0,0,0,0,0,0,100,75.3,0,0,0
27.7,d_20191001,0,0,0,0,0,0,72.2,2.7,0,0,0
88,d_20191101,0,0,0,0,0,0,12,1.5,0,0,0
0.5,d_20191201,0,0,0,0,0,0,99.5,73.6,3.7,0.5,0
70.7,d_20200101,0,0,0,0,0,0,29.3,1.2,0,0,0
53.8,d_20200201,46.2,4.4,0,0,0,0,0,0,0,0,0
91,d_20200301,0,0,0,0,0,0,9,0,0,0,0
64.7,d_20200401,0,0,0,0,0,0,35.3,13.1,0,0,0
67.5,d_20200501,0,0,0,0,0,0,32.5,13,0,0,0
65.8,d_20200601,0,0,0,0,0,0,34.2,14.4,0,0,0
50.7,d_20200701,0,0,0,0,0,0,49.3,23,0,0,0
70.8,d_20200801,0,0,0,0,0,0,29.1,13.4,0,0,0
99,d_20200901,1,0,0,0,0,0,0,0,0,0,0
71.4,d_20201001,0,0,0,0,0,0,28.6,1.5,0,0,0
2,d_20201101,0,0,0,0,0,0,98.1,74.9,17.7,0.2,0
100,d_20201201,0,0,0,0,0,0,0,0,0,0,0
0,d_20210101,100.1,94.9,3.9,0.6,0,0,0,0,0,0,0
0,d_20210201,99.9,99.9,99.5,60.8,4.8,0,0,0,0,0,0
0,d_20210301,100,100,99.3,78.9,17.8,0,0,0,0,0,0
0,d_20210401,100,100,100,99.1,48.7,0,0,0,0,0,0
0,d_20210501,100,100,100,99.6,79.9,0,0,0,0,0,0
0,d_20210601,100,100,100,99.3,69.6,0,0,0,0,0,0
0,d_20210701,100.1,100.1,99.9,98.8,41.7,0,0,0,0,0,0
0,d_20210801,100.1,100.1,99.2,72.4,4.8,0,0,0,0,0,0
0,d_20210901,100,100,96.4,48.6,0.7,0,0,0,0,0,0
0,d_20211001,100,100,99.3,76,27.9,0,0,0,0,0,0
0,d_20211101,99.9,99.9,98.2,71.2,24.6,0,0,0,0,0,0
49.5,d_20211201,0,0,0,0,0,0,50.6,32.6,0.9,0,0
72.6,d_20220101,18.4,9.2,0,0,0,0,9,0,0,0,0
68.8,d_20220201,31.2,19.1,0,0,0,0,0,0,0,0,0
55.6,d_20220301,44.3,26.3,5.2,0,0,0,0,0,0,0,0
40.5,d_20220401,59.6,36.5,16.6,1.9,0,0,0,0,0,0,0
21.1,d_20220501,78.9,41.7,20,5.1,0,0,0,0,0,0,0
30.5,d_20220601,69.5,39.3,12.4,1.2,0,0,0,0,0,0,0
20,d_20220701,80,41.2,14.3,1.7,0,0,0,0,0,0,0
57.2,d_20220801,42.7,23,1.5,0,0,0,0,0,0,0,0
0,d_20220901,99.9,99.9,97.7,75.2,16.5,0,0,0,0,0,0
0,d_20221001,100,100,74.6,27,0,0,0,0,0,0,0
48.1,d_20221101,51.9,0.8,0,0,0,0,0,0,0,0,0
100,d_20221201,0,0,0,0,0,0,0,0,0,0,0
0,d_20230101,0,0,0,0,0,0,100,88.9,49.6,0.7,0
0,d_20230201,0,0,0,0,0,0,100,100,56.8,22.4,0
0,d_20230301,0,0,0,0,0,0,100,100,78.5,61.2,11.1
0,d_20230401,0,0,0,0,0,0,99.9,94.2,70.1,37.9,6.6
0,d_20230501,0,0,0,0,0,0,100,96.8,71.2,49.9,9.7
0,d_20230601,0,0,0,0,0,0,99.9,86.5,68.4,45.7,8.6
0,d_20230701,0,0,0,0,0,0,100,93.5,73.3,54.7,13.5
0,d_20230801,0,0,0,0,0,0,100,95.5,72.4,45.9,8.1
0,d_20230901,0,0,0,0,0,0,100.1,100.1,72.2,38.8,3.6
6.9,d_20231001,0,0,0,0,0,0,93.1,66,14.8,0,0
36.7,d_20231101,0,0,0,0,0,0,63.2,55.8,10.5,0,0
84.3,d_20231201,15.7,0,0,0,0,0,0,0,0,0,0
99.8,d_20240101,0.2,0,0,0,0,0,0,0,0,0,0
1.9,d_20240201,0,0,0,0,0,0,98.1,59,16,0,0
0,d_20240301,0,0,0,0,0,0,100.1,79.8,20.9,2,0
0.3,d_20240401,0,0,0,0,0,0,99.6,59.9,18.1,0.5,0
16.3,d_20240501,0,0,0,0,0,0,83.7,49.2,16.2,0.2,0
13.1,d_20240601,0,0,0,0,0,0,86.9,48.3,16,0,0
2,d_20240701,0,0,0,0,0,0,97.9,58.7,20.7,5.5,0
0,d_20240801,0,0,0,0,0,0,100.1,72.7,23,9.1,0
0,d_20240901,0,0,0,0,0,0,100.1,72.5,22.8,9.1,0
0,d_20241001,0,0,0,0,0,0,100,87,18.9,1.3,0
0,d_20241101,0,0,0,0,0,0,100.1,99.9,46.1,19.1,0.2
74.4,d_20241201,25.5,12.3,0.3,0,0,0,0,0,0,0,0
0,d_20250101,100,100,100,100,80.3,0,0,0,0,0,0
